Start time,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Move Minutes count,Inactive duration (ms),Walking duration (ms),Running duration (ms),Sleep duration (ms)
00:00:00.000Z,00:15:00.000Z,16.88541603088379,2.1342685370741483,,,,,,,,,,,,,,,,900000
00:15:00.000Z,00:30:00.000Z,16.88541603088379,2.1342685370741483,,,,,,,,,,,,,,,,900000
00:30:00.000Z,00:45:00.000Z,16.88541603088379,2.1342685370741483,,,,,,,,,,,,,,,,900000
00:45:00.000Z,01:00:00.000Z,16.88541603088379,2.1342685370741483,,,,,,,,,,,,,,,,900000
01:00:00.000Z,01:15:00.000Z,16.88541603088379,2.1342685370741483,,,,,,,,,,,,,,,,900000
01:15:00.000Z,01:30:00.000Z,16.88541603088379,2.1342685370741483,,,,,,,,,,,,,,,,900000
01:30:00.000Z,01:45:00.000Z,16.88541603088379,2.1342685370741483,,,,,,,,,,,,,,,,900000
01:45:00.000Z,02:00:00.000Z,16.88541603088379,2.1342685370741483,,,,,,,,,,,,,,,,900000
02:00:00.000Z,02:15:00.000Z,16.88541603088379,2.1342685370741483,,,,,0.0023714094422757626,0.0023714094422757626,0.0023714094422757626,,,,,,,,,900000
02:15:00.000Z,02:30:00.000Z,16.88541603088379,2.1342685370741483,,,,,,,,,,,,,,,,900000
02:30:00.000Z,02:45:00.000Z,16.88541603088379,2.1342685370741483,,,,,,,,,,,,,,,,900000
02:45:00.000Z,03:00:00.000Z,16.88541603088379,2.1342685370741483,,,,,,,,,,,,,,,,900000
03:00:00.000Z,03:15:00.000Z,16.88541603088379,2.1342685370741483,,,,,,,,,,,,,,,,900000
03:15:00.000Z,03:30:00.000Z,16.88541603088379,2.1342685370741483,,,,,,,,,,,,,,,,900000
03:30:00.000Z,03:45:00.000Z,16.88541603088379,2.1342685370741483,,,,,,,,,,,,,,,,900000
03:45:00.000Z,04:00:00.000Z,16.88541603088379,2.1342685370741483,,,,,,,,,,,,,,,,900000
04:00:00.000Z,04:15:00.000Z,16.88541603088379,2.1342685370741483,,,,,,,,,,,,,,,,900000
04:15:00.000Z,04:30:00.000Z,16.88541603088379,2.1342685370741483,,,,,,,,,,,,,,,,900000
04:30:00.000Z,04:45:00.000Z,16.88541603088379,2.1342685370741483,,,,,,,,,,,,,,,,900000
04:45:00.000Z,05:00:00.000Z,16.88541603088379,2.1342685370741483,,,,,,,,,,,,,,,,900000
05:00:00.000Z,05:15:00.000Z,16.88541603088379,2.1342685370741483,,,,,,,,,,,,,,,,900000
05:15:00.000Z,05:30:00.000Z,16.88541603088379,2.1342685370741483,,,,,,,,,,,,,,,,900000
05:30:00.000Z,05:45:00.000Z,16.885416094462077,2.1342685370741483,,,,,,,,,,,,,,,,900000
05:45:00.000Z,06:00:00.000Z,16.885416079790165,2.1342685370741483,,,,,,,,3,,,,,300000,,,600000
06:00:00.000Z,06:15:00.000Z,16.885415223928597,2.1342685370741483,,,,,,,,1,,,,,900000,,,
06:15:00.000Z,06:30:00.000Z,93.82916608957144,0.7114228456913827,-33.8635703,18.6842581,-33.8635128,18.6843087,,,,34,,,,,360000,,540000,
06:30:00.000Z,06:45:00.000Z,94.26487498283387,664.1103315353394,-33.8636682,18.6831633,-33.8629026,18.6854666,0.9475774969453896,2.0175342559814453,0.2887178957462311,102,,,,,60000,360000,360000,
06:45:00.000Z,07:00:00.000Z,93.82917165756226,137.25,-33.9165133,18.4845612,-33.9165133,18.4845612,,,,9,,,,,,,540000,
07:00:00.000Z,07:15:00.000Z,145.12500762939453,228.75,-33.9774219,18.464954,-33.9677592,18.466738,0.2541666626930237,0.2541666626930237,0.2541666626930237,180,,,,3,,,900000,
07:15:00.000Z,07:30:00.000Z,20.159661971037124,36.341694831848145,,,,,0.8039977550506592,0.8792522549629211,0.7287432551383972,76,,,,1,847977,52023,,
07:30:00.000Z,07:45:00.000Z,16.88541603088379,,,,,,,,,,,,,,900000,,,
07:45:00.000Z,08:00:00.000Z,16.88541603088379,,,,,,,,,,,,,,900000,,,
08:00:00.000Z,08:15:00.000Z,16.88541603088379,,,,,,,,,,,,,,900000,,,
