Start time,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Move Minutes count,Inactive duration (ms),Walking duration (ms),Running duration (ms),Sleep duration (ms)
08:15:00.000Z,08:30:00.000Z,16.88541603088379,,,,,,,,,,,,,,900000,,,
08:30:00.000Z,08:45:00.000Z,16.88541603088379,,,,,,,,,,,,,,900000,,,
08:45:00.000Z,09:00:00.000Z,16.88541603088379,,,,,,,,,,,,,,900000,,,
09:00:00.000Z,09:15:00.000Z,16.88541603088379,,,,,,,,,,,,,,900000,,,
09:15:00.000Z,09:30:00.000Z,16.885415957485066,,,,,,,,,,,,,,900000,,,
09:30:00.000Z,09:45:00.000Z,16.88541561761302,,,,,,,,,,,,,,900000,,,
09:45:00.000Z,10:00:00.000Z,16.980137958025722,1.753953414326984,,,,,,,,5,,,,,898495,1505,,
10:00:00.000Z,10:15:00.000Z,60.2454009348788,220.66941194021098,-33.9775741,18.4648696,-33.9774474,18.4650692,0.6550004308337076,1.1654175519943237,0.36633196473121643,353,,,,5,211073,688927,,
10:15:00.000Z,10:30:00.000Z,64.10246069724042,34.42897415161133,,,,,0.573777973651886,0.573777973651886,0.573777973651886,101,,,,1,188381,71030,300000,
10:30:00.000Z,10:45:00.000Z,25.70310937605298,187.66734790802002,,,,,0.9245785381192091,1.3017165660858154,0.7399682402610779,306,,,,4,594894,269159,,
10:45:00.000Z,11:00:00.000Z,8.333333333333334,,-33.9775276,18.4649501,-33.9775276,18.4649501,,,,2,,,,,,900000,,
11:00:00.000Z,11:15:00.000Z,24.399089530346885,353.80327538081576,-33.9774259,18.4653857,-33.9774259,18.4653857,0.7465517862122487,1.1415106058120728,0.3464285731315613,559,,,,12,23243,876757,,
11:15:00.000Z,11:30:00.000Z,14.11408687773205,121.33298319327731,-33.977398,18.4655643,-33.9773962,18.4657862,,,,183,,,,5,600000,300000,,
11:30:00.000Z,11:45:00.000Z,16.88541603088379,29.00735294117647,,,,,,,,44,,,,,900000,,,
11:45:00.000Z,12:00:00.000Z,16.88541603088379,29.00735294117647,,,,,,,,44,,,,,900000,,,
12:00:00.000Z,12:15:00.000Z,16.88541603088379,29.00735294117647,,,,,,,,44,,,,,900000,,,
12:15:00.000Z,12:30:00.000Z,16.885416071374223,29.00735294117647,,,,,0.03223039209842682,0.03223039209842682,0.03223039209842682,44,,,,,900000,,,
12:30:00.000Z,12:45:00.000Z,19.319433649012232,29.00735294117647,,,,,,,,44,,,,,861327,38673,,
12:45:00.000Z,13:00:00.000Z,28.759755888673688,29.00735294117647,,,,,,,,43,,,,,711334,188666,,
13:00:00.000Z,13:15:00.000Z,16.88541564957342,29.00735294117647,,,,,,,,44,,,,,900000,,,
13:15:00.000Z,13:30:00.000Z,30.47816561649416,29.00735294117647,,,,,,,,44,,,,,615596,215969,,
13:30:00.000Z,13:45:00.000Z,11.525554829495182,102.29676470588235,-33.977442,18.4653551,-33.9774124,18.4657977,,,,157,,,,,480000,420000,,
13:45:00.000Z,14:00:00.000Z,5.3999999999999995,190.2,-33.977265,18.4619156,-33.9677081,18.4666324,0.21133333444595337,0.21133333444595337,0.21133333444595337,293,,,,,,900000,,
14:00:00.000Z,14:15:00.000Z,12.44654354544247,228.5105882352941,-33.943736,18.4812019,-33.8748086,18.6585516,0.35476189851760864,0.35476189851760864,0.35476189851760864,342,,,,7,,360000,,
14:15:00.000Z,14:30:00.000Z,6.890400352880786,193.52941176470588,-33.8637486,18.6718553,-33.8583406,18.6843824,0.23039215803146362,0.23039215803146362,0.23039215803146362,298,,,,,60000,840000,,
14:30:00.000Z,14:45:00.000Z,16.885417057917667,21.486486486486488,,,,,,,,33,,,,,900000,,,
14:45:00.000Z,15:00:00.000Z,16.885417057917667,21.486486486486488,,,,,0.02387387305498123,0.02387387305498123,0.02387387305498123,33,76.0,76.0,76.0,,900000,,,
15:00:00.000Z,15:15:00.000Z,13.672222430889423,153.13813813813815,-33.8635273,18.6842542,-33.8635273,18.6842542,0.34074074029922485,0.34074074029922485,0.34074074029922485,237,,,,7,480000,420000,,
15:15:00.000Z,15:30:00.000Z,15.840972600157514,53.963515754560525,-33.8636941,18.6843179,-33.8636941,18.6843179,,,,87,,,,2,56804,120000,,
15:30:00.000Z,15:45:00.000Z,16.739583020394747,16.34328358208955,,,,,,,,25,,,,,855261,,,
15:45:00.000Z,16:00:00.000Z,16.739584202462527,16.34328358208955,,,,,,,,25,,,,,145282,,,
16:00:00.000Z,16:15:00.000Z,16.739583999767515,16.34328358208955,,,,,,,,26,,,,,838553,,,
16:15:00.000Z,16:30:00.000Z,16.73958396911621,16.34328358208955,,,,,0.018159203231334686,0.018159203231334686,0.018159203231334686,25,,,,,900000,,,
16:30:00.000Z,16:45:00.000Z,16.73958396911621,16.34328358208955,,,,,,,,25,,,,,900000,,,
16:45:00.000Z,17:00:00.000Z,16.73958396911621,16.34328358208955,,,,,,,,25,,,,,900000,,,
17:00:00.000Z,17:15:00.000Z,20.32707090512645,16.34328358208955,,,,,,,,25,,,,,841783,58217,,
17:15:00.000Z,17:30:00.000Z,16.739581915038286,16.34328358208955,,,,,,,,26,,,,,482196,,,
17:30:00.000Z,17:45:00.000Z,5.633630596576348,59.32196162046908,-33.8635921,18.6842753,-33.8632902,18.6853892,0.0793650820851326,0.0793650820851326,0.0793650820851326,92,,,,,,720000,,
17:45:00.000Z,18:00:00.000Z,8.410118538992746,43.05488297013721,,,,,,,,66,,,,,360000,540000,,
18:00:00.000Z,18:15:00.000Z,16.739582061767578,0.5932203389830508,,,,,,,,1,,,,,900000,,,
18:15:00.000Z,18:30:00.000Z,16.739582061767578,0.5932203389830508,,,,,,,,1,,,,,900000,,,
18:30:00.000Z,18:45:00.000Z,16.739582061767578,0.5932203389830508,,,,,,,,1,,,,,900000,,,
18:45:00.000Z,19:00:00.000Z,16.739582061767578,0.5932203389830508,,,,,,,,1,,,,,900000,,,
19:00:00.000Z,19:15:00.000Z,16.739582061767578,0.5932203389830508,,,,,,,,1,,,,,900000,,,
19:15:00.000Z,19:30:00.000Z,16.739582061767578,0.5932203389830508,,,,,6.591337150894105E-4,6.591337150894105E-4,6.591337150894105E-4,1,,,,,900000,,,
19:30:00.000Z,19:45:00.000Z,16.739582061767578,0.5932203389830508,,,,,,,,1,,,,,900000,,,
19:45:00.000Z,20:00:00.000Z,16.739581899993027,0.5932203389830508,,,,,,,,1,,,,,900000,,,
20:00:00.000Z,20:15:00.000Z,16.739581657331204,0.5932203389830508,,,,,,,,1,,,,,900000,,,
20:15:00.000Z,20:30:00.000Z,16.739581657331204,0.5932203389830508,,,,,,,,1,,,,,900000,,,
20:30:00.000Z,20:45:00.000Z,16.739581657331204,0.5932203389830508,,,,,,,,1,,,,,900000,,,
20:45:00.000Z,21:00:00.000Z,10.677776901130432,61.52683615819209,-33.8636078,18.6842509,-33.8636078,18.6842509,0.1458333283662796,0.1458333283662796,0.1458333283662796,95,,,,,425069,,420000,
21:00:00.000Z,21:15:00.000Z,15.873610786690449,11.668367346938776,,,,,,,,19,,,,,,,60000,
21:15:00.000Z,21:30:00.000Z,20.232171583253805,3.36734693877551,,,,,0.0037414967082440853,0.0037414967082440853,0.0037414967082440853,5,,,,,276995,56677,,
21:30:00.000Z,21:45:00.000Z,16.739582061767578,3.36734693877551,,,,,,,,6,,,,,900000,,,
21:45:00.000Z,22:00:00.000Z,16.739582061767578,1.346938775510204,,,,,,,,4,,,,,900000,,,
22:00:00.000Z,22:15:00.000Z,16.739582061767578,,,,,,,,,,,,,,900000,,,
22:15:00.000Z,22:30:00.000Z,16.73958209076394,,,,,,,,,,,,,,900000,,,
22:30:00.000Z,22:45:00.000Z,16.739582076309627,,-33.8636325,18.6842724,-33.8636325,18.6842724,,,,,,,,,60000,,,840000
22:45:00.000Z,23:00:00.000Z,16.739582061767578,,-33.8635914,18.6842464,-33.8635914,18.6842464,,,,,,,,,,,,900000
23:00:00.000Z,23:15:00.000Z,16.739582061767578,,-33.8636313,18.6842314,-33.8634838,18.6842733,,,,,,,,,,,,900000
23:15:00.000Z,23:30:00.000Z,16.739582061767578,,-33.863632,18.6842762,-33.863632,18.6842762,,,,,,,,,,,,900000
23:30:00.000Z,23:45:00.000Z,16.739582061767578,,-33.8635866,18.6842499,-33.8635866,18.6842499,,,,,,,,,,,,900000
23:45:00.000Z,00:00:00.000Z,16.739582061767578,,-33.8636352,18.6842749,-33.8636352,18.6842749,,,,,,,,,,,,900000
