Start time,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Move Minutes count,Inactive duration (ms),Walking duration (ms),Light sleeping duration (ms),Deep sleeping duration (ms)
00:00:00.000Z,00:15:00.000Z,17.20311789677061,1.1161334209097489,,,,,,,,,,,,,,,900000,
00:15:00.000Z,00:30:00.000Z,17.203118310186078,1.1161334209097489,,,,,,,,,,,,,,,240000,660000
00:30:00.000Z,00:45:00.000Z,17.203118460518972,1.1161334209097489,,,,,,,,,,,,,,,,900000
00:45:00.000Z,01:00:00.000Z,17.203118460518972,1.1161334209097489,,,,,,,,,,,,,,,,900000
01:00:00.000Z,01:15:00.000Z,17.203118460518972,1.1161334209097489,,,,,,,,,,,,,,,,900000
01:15:00.000Z,01:30:00.000Z,17.203117576805322,1.1161334209097489,,,,,,,,,,,,,,,900000,
01:30:00.000Z,01:45:00.000Z,17.203117576805322,1.1161334209097489,,,,,,,,,,,,,,,900000,
01:45:00.000Z,02:00:00.000Z,17.20311791188008,1.1161334209097489,,,,,,,,,,,,,,,420000,480000
02:00:00.000Z,02:15:00.000Z,17.20311846299605,1.1161334209097489,,,,,,,,,,,,,,,420000,480000
02:15:00.000Z,02:30:00.000Z,17.20311875776811,1.1161334209097489,,,,,,,,,,,,,,,900000,
02:30:00.000Z,02:45:00.000Z,17.20311875776811,1.1161334209097489,,,,,0.0012401482090353966,0.0012401482090353966,0.0012401482090353966,,,,,,,,900000,
02:45:00.000Z,03:00:00.000Z,17.20311875776811,1.1161334209097489,,,,,,,,,,,,,,,900000,
03:00:00.000Z,03:15:00.000Z,17.20311783877286,1.1161334209097489,,,,,,,,,,,,,,,180000,720000
03:15:00.000Z,03:30:00.000Z,17.203117728233337,1.1161334209097489,,,,,,,,,,,,,,,180000,720000
03:30:00.000Z,03:45:00.000Z,17.203118205070496,1.1161334209097489,,,,,,,,,,,,,,,900000,
03:45:00.000Z,04:00:00.000Z,17.20311818122864,1.1161334209097489,,,,,,,,,,,,,,,840000,60000
04:00:00.000Z,04:15:00.000Z,17.203118092673165,1.1161334209097489,,,,,,,,,,,,,,,360000,540000
04:15:00.000Z,04:30:00.000Z,17.203118460518972,1.1161334209097489,,,,,,,,,,,,,,,900000,
04:30:00.000Z,04:45:00.000Z,17.203118403752644,1.1161334209097489,-33.8636061,18.6842182,-33.8635423,18.6842414,,,,,,,,,,,840000,60000
04:45:00.000Z,05:00:00.000Z,17.203117600432385,1.1161334209097489,,,,,,,,,,,,,,,240000,660000
05:00:00.000Z,05:15:00.000Z,17.203117576805322,1.1161334209097489,,,,,,,,,,,,,,,900000,
05:15:00.000Z,05:30:00.000Z,17.203117576805322,1.1161334209097489,,,,,,,,,,,,,,,900000,
05:30:00.000Z,05:45:00.000Z,17.203117949370963,1.1161334209097489,,,,,,,,,,,,,,,300000,600000
05:45:00.000Z,06:00:00.000Z,17.20311831408006,1.1161334209097489,,,,,,,,,,,,,,,540000,360000
06:00:00.000Z,06:15:00.000Z,17.203117727595856,1.1161334209097489,,,,,,,,,,,,,,,240000,660000
06:15:00.000Z,06:30:00.000Z,17.20311789846872,1.1161334209097489,,,,,,,,2,,,,,480000,,420000,
06:30:00.000Z,06:45:00.000Z,17.203116919000376,1.1161334209097489,,,,,,,,14,,,,,900000,,,
06:45:00.000Z,07:00:00.000Z,17.203116919000376,1.1161334209097489,,,,,,,,,,,,,900000,,,
07:00:00.000Z,07:15:00.000Z,17.203117162469415,1.1161334209097489,,,,,,,,68,,,,,482330,,,
07:15:00.000Z,07:30:00.000Z,36.64725841472743,30.1601711451719,-33.8899165,18.6312681,-33.8898959,18.6313816,0.23330327903184103,0.43640562891960144,0.0012401482090353966,52,,,,1,,301528,,
07:30:00.000Z,07:45:00.000Z,63.8285460684416,203.82988671525544,-33.8903209,18.6310474,-33.8899157,18.6317253,0.29710102333292365,0.8379836082458496,0.0012401483254507184,368,,,,7,176961,723039,,
