Start time,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Move Minutes count,Inactive duration (ms),Walking duration (ms),Running duration (ms),Light sleeping duration (ms),Deep sleeping duration (ms),Awake mid-sleeping duration (ms)
00:00:00.000Z,00:15:00.000Z,17.057291117581457,0.20408163265306123,-33.863527,18.6842533,-33.863485,18.6842799,,,,,,,,,,,,240000,660000,
00:15:00.000Z,00:30:00.000Z,17.057290622166224,0.20408163265306123,,,,,,,,,,,,,,,,420000,,480000
00:30:00.000Z,00:45:00.000Z,17.057291558810643,0.20408163265306123,-33.8635428,18.6842761,-33.8634676,18.6843299,,,,,,,,,,,,540000,,360000
00:45:00.000Z,01:00:00.000Z,17.057291865348816,0.20408163265306123,-33.8635351,18.6842617,-33.8634729,18.6842796,,,,,,,,,,,,900000,,
01:00:00.000Z,01:15:00.000Z,17.057291637767445,0.20408163265306123,,,,,,,,,,,,,,,,480000,420000,
01:15:00.000Z,01:30:00.000Z,17.05729137767445,0.20408163265306123,,,,,,,,,,,,,,,,660000,240000,
01:30:00.000Z,01:45:00.000Z,17.05729024163608,0.20408163265306123,,,,,2.2675737272948027E-4,2.2675737272948027E-4,2.2675737272948027E-4,,,,,,,,,300000,600000,
01:45:00.000Z,02:00:00.000Z,17.057290570489293,0.20408163265306123,,,,,,,,,,,,,,,,900000,,
02:00:00.000Z,02:15:00.000Z,17.057290570489293,0.20408163265306123,,,,,,,,,,,,,,,,900000,,
02:15:00.000Z,02:30:00.000Z,17.057290570489293,0.20408163265306123,,,,,,,,,,,,,,,,900000,,
02:30:00.000Z,02:45:00.000Z,17.0572908171292,0.20408163265306123,,,,,,,,,,,,,,,,480000,420000,
02:45:00.000Z,03:00:00.000Z,17.05729004542033,0.20408163265306123,,,,,,,,,,,,,,,,480000,420000,
03:00:00.000Z,03:15:00.000Z,17.057289123535156,0.20408163265306123,,,,,,,,,,,,,,,,900000,,
03:15:00.000Z,03:30:00.000Z,17.057289123535156,0.20408163265306123,,,,,,,,,,,,,,,,900000,,
03:30:00.000Z,03:45:00.000Z,17.057289123535156,0.20408163265306123,-33.8635502,18.6842299,-33.8635263,18.6842796,,,,,,,,,,,,900000,,
03:45:00.000Z,04:00:00.000Z,17.057289414178758,0.20408163265306123,,,,,,,,,,,,,,,,900000,,
04:00:00.000Z,04:15:00.000Z,17.057289668491908,0.20408163265306123,-33.8634726,18.6842757,-33.8634726,18.6842757,,,,,,,,,,,,900000,,
04:15:00.000Z,04:30:00.000Z,17.057290010328416,0.20408163265306123,-33.8635231,18.6842752,-33.8635231,18.6842752,,,,,,,,,,,,720000,180000,
04:30:00.000Z,04:45:00.000Z,17.05729137767445,0.20408163265306123,-33.8635266,18.6842752,-33.8634726,18.6842789,,,,,,,,,,,,,900000,
04:45:00.000Z,05:00:00.000Z,17.057290880105242,0.20408163265306123,,,,,,,,,,,,,,,,660000,240000,
05:00:00.000Z,05:15:00.000Z,17.057290834871676,0.20408163265306123,,,,,,,,0,,,,,180000,,,720000,,
05:15:00.000Z,05:30:00.000Z,42.82083424654874,59.095238095238095,,,,,0.32777777314186096,0.32777777314186096,0.32777777314186096,91,,,,3,720000,,180000,,,
05:30:00.000Z,05:45:00.000Z,85.76006405135841,131.0344827586207,,,,,0.0,0.0,0.0,199,,,,,420000,,480000,,,
05:45:00.000Z,06:00:00.000Z,145.87499747096064,245.6896551724138,-33.8636774,18.68396,-33.8635222,18.6842605,0.27298852801322937,0.27298852801322937,0.27298852801322937,374,,,,,,,900000,,,
06:00:00.000Z,06:15:00.000Z,68.58437630227701,135.41871921182263,-33.8630639,18.6834753,-33.8610771,18.6892976,,,,207,,,,,,,360000,,,
06:15:00.000Z,06:30:00.000Z,17.05729103088379,69.64285714285714,,,,,0.0773809552192688,0.0773809552192688,0.0773809552192688,107,,,,,,,,,,
06:30:00.000Z,06:45:00.000Z,47.37873572508494,219.4596969513666,-33.9776822,18.4653708,-33.9772979,18.4658412,0.36586092687099775,0.8390378355979919,0.2785714268684387,277,,,,1,60000,480000,,,,
06:45:00.000Z,07:00:00.000Z,73.59857476254305,317.6907030741374,-33.9774682,18.4653439,-33.9773765,18.4657863,0.5062435865402222,0.7472222447395325,0.26526492834091187,487,,,,6,4930,895070,,,,
07:00:00.000Z,07:15:00.000Z,47.37873598734538,68.60377358490567,-33.9774148,18.4653529,-33.977389,18.4657871,0.13124999403953552,0.13124999403953552,0.13124999403953552,106,,,,,420000,480000,,,,
07:15:00.000Z,07:30:00.000Z,17.05729103088379,14.00943396226415,,,,,,,,21,,,,,900000,,,,,
