Start time,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Move Minutes count,Inactive duration (ms),Walking duration (ms),Running duration (ms),Sleep duration (ms),Light sleeping duration (ms),Deep sleeping duration (ms),Awake mid-sleeping duration (ms)
00:00:00.000Z,00:15:00.000Z,17.317691802978516,2.6102088167053363,,,,,,,,,,,,,,,,900000,,,
00:15:00.000Z,00:30:00.000Z,17.317691802978516,2.6102088167053363,,,,,,,,,,,,,,,,900000,,,
00:30:00.000Z,00:45:00.000Z,17.317691802978516,2.6102088167053363,,,,,,,,,,,,,,,,900000,,,
00:45:00.000Z,01:00:00.000Z,17.317691802978516,2.6102088167053363,,,,,,,,,,,,,,,,900000,,,
01:00:00.000Z,01:15:00.000Z,17.317691802978516,2.6102088167053363,,,,,,,,,,,,,,,,900000,,,
01:15:00.000Z,01:30:00.000Z,17.317691802978516,2.6102088167053363,,,,,,,,,,,,,,,,900000,,,
01:30:00.000Z,01:45:00.000Z,17.317691802978516,2.6102088167053363,,,,,0.002900232095271349,0.002900232095271349,0.002900232095271349,,,,,,,,,900000,,,
01:45:00.000Z,02:00:00.000Z,17.317691802978516,2.6102088167053363,,,,,,,,,,,,,,,,900000,,,
02:00:00.000Z,02:15:00.000Z,17.317691802978516,2.6102088167053363,,,,,,,,,,,,,,,,900000,,,
02:15:00.000Z,02:30:00.000Z,17.317691802978516,2.6102088167053363,,,,,,,,,,,,,,,,900000,,,
02:30:00.000Z,02:45:00.000Z,17.317691802978516,2.6102088167053363,,,,,,,,,,,,,,,,900000,,,
02:45:00.000Z,03:00:00.000Z,17.317691802978516,2.6102088167053363,,,,,,,,,,,,,,,,900000,,,
03:00:00.000Z,03:15:00.000Z,17.317691802978516,2.6102088167053363,,,,,,,,,,,,,,,,900000,,,
03:15:00.000Z,03:30:00.000Z,17.317691802978516,2.6102088167053363,,,,,,,,,,,,,,,,900000,,,
03:30:00.000Z,03:45:00.000Z,17.317691802978516,2.6102088167053363,-33.8635747,18.6842585,-33.8635747,18.6842585,,,,,,,,,,,,900000,,,
03:45:00.000Z,04:00:00.000Z,17.317691983674703,2.6102088167053363,,,,,,,,,,,,,,,,900000,,,
04:00:00.000Z,04:15:00.000Z,17.317691930392492,2.6102088167053363,-33.8636116,18.6842454,-33.8635805,18.684298,,,,,,,,,,,,600000,,300000,
04:15:00.000Z,04:30:00.000Z,17.317692528852085,2.6102088167053363,,,,,,,,,,,,,,,,420000,,480000,
04:30:00.000Z,04:45:00.000Z,17.317693609940378,2.6102088167053363,,,,,,,,,,,,,,,,900000,,,
04:45:00.000Z,05:00:00.000Z,17.317693609940378,2.6102088167053363,-33.8636243,18.6842866,-33.8636243,18.6842866,,,,,,,,,,,,900000,,,
05:00:00.000Z,05:15:00.000Z,16.133666540447035,38.588167053364266,,,,,,,,,,,,,720000,120000,,60000,,,
05:15:00.000Z,05:30:00.000Z,9.029512838945887,255.5,-33.8636395,18.6840998,-33.8636137,18.68422,0.30416664481163025,0.30416664481163025,0.30416664481163025,159,,,,3,12900,840000,,,,,
05:30:00.000Z,05:45:00.000Z,61.73253342995016,181.64705882352942,-33.8874702,18.5995066,-33.8777287,18.6554678,0.5199999809265137,0.5199999809265137,0.5199999809265137,,,,,,,,300000,,,,
05:45:00.000Z,06:00:00.000Z,26.200662010594417,115.35294117647058,-33.9720517,18.472745,-33.9720517,18.472745,0.10686274617910385,0.10686274617910385,0.10686274617910385,49,,,,1,,,60000,,,,
06:00:00.000Z,06:15:00.000Z,67.79082977771759,293.25,-33.9781507,18.4654725,-33.9723608,18.4724872,0.3852678388357163,0.5333333015441895,0.26428571343421936,393,,,,4,287710,365300,180000,,,,
06:15:00.000Z,06:30:00.000Z,20.9280129643047,315.3893442622951,,,,,,,,414,,,,13,840000,60000,,,,,
06:30:00.000Z,06:45:00.000Z,62.8935095787018,330.73770491803276,-33.9775717,18.4637302,-33.9741963,18.4651515,,,,478,,,,15,203204,696796,,,,,
06:45:00.000Z,07:00:00.000Z,59.69856285101812,330.73770491803276,-33.9773987,18.4647957,-33.9754477,18.4657197,0.3674863278865814,0.3674863278865814,0.3674863278865814,478,,,,15,251685,648315,,,,,
07:00:00.000Z,07:15:00.000Z,25.934711841174305,330.73770491803276,-33.9774889,18.4650327,-33.9774029,18.4653469,,,,477,,,,15,764027,135973,,,,,
07:15:00.000Z,07:30:00.000Z,11.557179618960358,261.609079445145,-33.9774586,18.4654335,-33.9774393,18.4654985,0.29615387320518494,0.29615387320518494,0.29615387320518494,382,,,,3,236031,3969,660000,,,,
07:30:00.000Z,07:45:00.000Z,15.94152919330529,58.521512385919166,-33.9774718,18.465349,-33.9774718,18.465349,,,,86,,,,,780000,,120000,,,,
07:45:00.000Z,08:00:00.000Z,21.017177909076096,28.72881355932203,,,,,,,,44,,,,,838647,61353,,,,,
08:00:00.000Z,08:15:00.000Z,21.837919046789125,28.72881355932203,,,,,0.0319209024310112,0.0319209024310112,0.0319209024310112,42,,,,,831009,68991,,,,,
08:15:00.000Z,08:30:00.000Z,17.317693047468232,28.72881355932203,,,,,,,,42,,,,,900000,,,,,,
08:30:00.000Z,08:45:00.000Z,13.390615645284655,96.68765133171914,-33.9779218,18.4654483,-33.977468,18.4655361,0.2083333283662796,0.2083333283662796,0.2083333283662796,150,,,,,540000,360000,,,,,
08:45:00.000Z,09:00:00.000Z,34.048812433395454,557.271237203053,-33.9777086,18.4637976,-33.9773885,18.4651871,0.4318894164865964,1.7000000476837158,0.0595238097012043,712,,,,5,549068,350932,,,,,
09:00:00.000Z,09:15:00.000Z,26.86127389241785,105.7741935483871,-33.9794563,18.4641175,-33.9794563,18.4641175,,,,138,,,,1,735225,164775,,,,,
09:15:00.000Z,09:30:00.000Z,17.31769258593815,4.35483870967742,,,,,0.004838709719479084,0.004838709719479084,0.004838709719479084,7,,,,,900000,,,,,,
09:30:00.000Z,09:45:00.000Z,46.85016044255533,596.7658038971708,-33.9800649,18.4637705,-33.9782272,18.4643474,1.4302173852920532,1.8600000143051147,1.0004347562789917,715,,,,5,396934,503066,,,,,
09:45:00.000Z,10:00:00.000Z,45.15085041256618,43.191489361702125,,,,,,,,64,,,,,475190,424810,,,,,
10:00:00.000Z,10:15:00.000Z,23.253394535022675,43.191489361702125,,,,,,,,63,,,,,809405,90595,,,,,
10:15:00.000Z,10:30:00.000Z,17.317689895629883,43.191489361702125,,,,,,,,63,,,,,900000,,,,,,
10:30:00.000Z,10:45:00.000Z,17.317689895629883,43.191489361702125,,,,,,,,63,80.30000305175781,80.30000305175781,80.30000305175781,,900000,,,,,,
10:45:00.000Z,11:00:00.000Z,17.317689895629883,43.191489361702125,,,,,,,,63,80.29991149902344,80.29991149902344,80.29991149902344,,900000,,,,,,
11:00:00.000Z,11:15:00.000Z,17.317689895629883,43.191489361702125,,,,,,,,63,,,,,900000,,,,,,
11:15:00.000Z,11:30:00.000Z,17.317689895629883,43.191489361702125,,,,,,,,63,,,,,900000,,,,,,
11:30:00.000Z,11:45:00.000Z,17.317689895629883,43.191489361702125,,,,,,,,63,,,,,900000,,,,,,
11:45:00.000Z,12:00:00.000Z,17.317689895629883,43.191489361702125,,,,,,,,63,,,,,900000,,,,,,
12:00:00.000Z,12:15:00.000Z,17.31768990381983,43.191489361702125,,,,,0.04799054190516472,0.04799054190516472,0.04799054190516472,63,,,,,900000,,,,,,
12:15:00.000Z,12:30:00.000Z,17.31769085115898,43.191489361702125,,,,,,,,63,,,,,900000,,,,,,
12:30:00.000Z,12:45:00.000Z,17.31769085115898,43.191489361702125,,,,,,,,63,,,,,900000,,,,,,
12:45:00.000Z,13:00:00.000Z,23.262245405491953,43.191489361702125,,,,,,,,63,,,,,809270,90730,,,,,
13:00:00.000Z,13:15:00.000Z,17.317699432373047,43.191489361702125,,,,,,,,63,,,,,900000,,,,,,
13:15:00.000Z,13:30:00.000Z,17.317699432373047,43.191489361702125,,,,,,,,63,,,,,900000,,,,,,
13:30:00.000Z,13:45:00.000Z,17.317699432373047,43.191489361702125,,,,,,,,63,,,,,900000,,,,,,
13:45:00.000Z,14:00:00.000Z,17.317699119003468,43.191489361702125,,,,,,,,63,,,,,900000,,,,,,
14:00:00.000Z,14:15:00.000Z,17.31769853273598,43.191489361702125,,,,,,,,63,,,,,900000,,,,,,
14:15:00.000Z,14:30:00.000Z,27.93690691894816,254.86334544196507,-33.9774815,18.4652312,-33.977453,18.465476,0.7799999713897705,0.7799999713897705,0.7799999713897705,391,,,,5,456656,443344,,,,,
14:30:00.000Z,14:45:00.000Z,17.317699432373047,10.609756097560975,,,,,,,,16,,,,,900000,,,,,,
14:45:00.000Z,15:00:00.000Z,17.317699432373047,10.609756097560975,,,,,,,,16,,,,,900000,,,,,,
15:00:00.000Z,15:15:00.000Z,17.317699432373047,10.609756097560975,,,,,0.011788617819547653,0.011788617819547653,0.011788617819547653,16,,,,,900000,,,,,,
15:15:00.000Z,15:30:00.000Z,17.317699468578535,10.609756097560975,,,,,,,,16,,,,,900000,,,,,,
15:30:00.000Z,15:45:00.000Z,17.31769997424517,10.609756097560975,,,,,,,,16,,,,,900000,,,,,,
15:45:00.000Z,16:00:00.000Z,26.33857630137412,166.8439024390244,,,,,0.39666667580604553,0.39666667580604553,0.39666667580604553,253,,,,7,420000,480000,,,,,
16:00:00.000Z,16:15:00.000Z,18.912516531842442,269.76363636363635,-33.9773453,18.4639596,-33.9717138,18.4667192,0.4917153302979257,0.8333332538604736,0.012121211737394333,407,,,,7,209104,244696,,,,,
16:15:00.000Z,16:30:00.000Z,14.856446490730798,120.02525252525253,-33.9139679,18.4944345,-33.8960822,18.5366432,0.3633333444595337,0.3633333444595337,0.3633333444595337,185,,,,5,203755,306063,,,,,
16:30:00.000Z,16:45:00.000Z,17.187491083213576,36.94444444444444,,,,,,,,57,,,,,900000,,,,,,
16:45:00.000Z,17:00:00.000Z,17.187491083213576,36.94444444444444,,,,,0.04104938358068466,0.04104938358068466,0.04104938358068466,57,,,,,900000,,,,,,
17:00:00.000Z,17:15:00.000Z,17.18749098056151,36.94444444444444,,,,,,,,57,,,,,603829,,,,,,
