Start time,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Move Minutes count,Inactive duration (ms),Walking duration (ms),Running duration (ms),Sleep duration (ms)
00:00:00.000Z,00:15:00.000Z,16.739582061767578,3.735294117647059,,,,,,,,6,,,,,900000,,,
00:15:00.000Z,00:30:00.000Z,16.739582061767578,3.735294117647059,,,,,,,,6,,,,,900000,,,
00:30:00.000Z,00:45:00.000Z,16.739582061767578,3.735294117647059,,,,,,,,6,,,,,900000,,,
00:45:00.000Z,01:00:00.000Z,16.739582061767578,3.735294117647059,,,,,,,,6,,,,,900000,,,
01:00:00.000Z,01:15:00.000Z,16.739582061767578,3.735294117647059,,,,,,,,6,,,,,900000,,,
01:15:00.000Z,01:30:00.000Z,16.739582061767578,3.735294117647059,,,,,,,,6,,,,,900000,,,
01:30:00.000Z,01:45:00.000Z,16.739582061767578,3.735294117647059,,,,,,,,6,,,,,900000,,,
01:45:00.000Z,02:00:00.000Z,16.739582061767578,3.735294117647059,,,,,,,,6,,,,,900000,,,
02:00:00.000Z,02:15:00.000Z,16.739582061767578,3.735294117647059,,,,,,,,6,,,,,900000,,,
02:15:00.000Z,02:30:00.000Z,16.739582061767578,3.735294117647059,,,,,0.004150326829403639,0.004150326829403639,0.004150326829403639,6,,,,,900000,,,
02:30:00.000Z,02:45:00.000Z,16.739582061767578,3.735294117647059,,,,,,,,6,,,,,900000,,,
02:45:00.000Z,03:00:00.000Z,16.739582061767578,3.735294117647059,,,,,,,,6,,,,,900000,,,
03:00:00.000Z,03:15:00.000Z,16.739582061767578,3.735294117647059,,,,,,,,6,,,,,900000,,,
03:15:00.000Z,03:30:00.000Z,16.739582061767578,3.735294117647059,,,,,,,,6,,,,,900000,,,
03:30:00.000Z,03:45:00.000Z,16.739582061767578,3.735294117647059,,,,,,,,6,,,,,900000,,,
03:45:00.000Z,04:00:00.000Z,16.739582061767578,3.735294117647059,,,,,,,,6,,,,,900000,,,
04:00:00.000Z,04:15:00.000Z,16.739582061767578,3.735294117647059,,,,,,,,6,,,,,900000,,,
04:15:00.000Z,04:30:00.000Z,16.739582061767578,3.735294117647059,,,,,,,,6,,,,,900000,,,
04:30:00.000Z,04:45:00.000Z,16.739582061767578,3.735294117647059,,,,,,,,6,,,,,900000,,,
04:45:00.000Z,05:00:00.000Z,16.739582061767578,3.735294117647059,,,,,,,,6,,,,,900000,,,
05:00:00.000Z,05:15:00.000Z,16.739582061767578,3.735294117647059,,,,,,,,6,,,,,900000,,,
05:15:00.000Z,05:30:00.000Z,16.739582061767578,3.735294117647059,,,,,,,,6,,,,,900000,,,
05:30:00.000Z,05:45:00.000Z,16.739582061767578,3.735294117647059,,,,,,,,6,,,,,900000,,,
05:45:00.000Z,06:00:00.000Z,16.739582061767578,3.735294117647059,,,,,,,,6,,,,,900000,,,
06:00:00.000Z,06:15:00.000Z,16.739582061767578,3.735294117647059,,,,,,,,6,,,,,900000,,,
06:15:00.000Z,06:30:00.000Z,16.739582147411028,3.735294117647059,,,,,,,,6,,,,,900000,,,
06:30:00.000Z,06:45:00.000Z,13.043748997240609,112.93323013415893,,,,,0.2805555462837219,0.2805555462837219,0.2805555462837219,174,,,,,540000,360000,,
06:45:00.000Z,07:00:00.000Z,16.739581479864604,29.210526315789473,,,,,,,,45,,,,,900000,,,
07:00:00.000Z,07:15:00.000Z,16.739581479864604,29.210526315789473,,,,,0.03245614096522331,0.03245614096522331,0.03245614096522331,45,,,,,900000,,,
07:15:00.000Z,07:30:00.000Z,16.739581479864604,29.210526315789473,,,,,,,,45,,,,,900000,,,
07:30:00.000Z,07:45:00.000Z,13.15972087090503,76.81754385964913,,,,,0.1966666728258133,0.1966666728258133,0.1966666728258133,120,,,,,600000,300000,,
07:45:00.000Z,08:00:00.000Z,16.09980115707972,53.53333333333333,,,,,0.05111110955476761,0.05111110955476761,0.05111110955476761,82,,,,,797133,,60000,
08:00:00.000Z,08:15:00.000Z,7.142857142857143,205.0,,,,,0.22777777910232544,0.22777777910232544,0.22777777910232544,316,,,,,,,900000,
08:15:00.000Z,08:30:00.000Z,13.540674015645628,97.58333333333333,,,,,0.05416666716337204,0.05416666716337204,0.05416666716337204,151,,,,,445916,,300000,
08:30:00.000Z,08:45:00.000Z,10.574999615310993,204.08333333333334,,,,,0.2944444417953491,0.2944444417953491,0.2944444417953491,315,,,,,86592,660000,,
08:45:00.000Z,09:00:00.000Z,7.835118925760663,180.66666666666669,,,,,,,,287,,,,,66671,420000,360000,
09:00:00.000Z,09:15:00.000Z,10.097519400303057,83.28571428571429,,,,,0.15833333134651184,0.15833333134651184,0.15833333134651184,128,,,,,51765,,480000,
09:15:00.000Z,09:30:00.000Z,16.739582406118327,18.214285714285715,,,,,,,,28,,,,,,,,
09:30:00.000Z,09:45:00.000Z,16.739582406118327,18.214285714285715,,,,,0.02023809589445591,0.02023809589445591,0.02023809589445591,28,,,,,,,,
09:45:00.000Z,10:00:00.000Z,16.739582406118327,18.214285714285715,,,,,,,,28,,,,,,,,
10:00:00.000Z,10:15:00.000Z,8.795832962447331,56.17142857142857,,,,,,,,86,,,,,,,540000,
10:15:00.000Z,10:30:00.000Z,3.5,83.5,-34.023128,20.4395291,-34.0199122,20.4446256,0.092777781188488,0.092777781188488,0.092777781188488,129,,,,,,,900000,
10:30:00.000Z,10:45:00.000Z,11.443749237060548,46.6,,,,,,,,72,,,,,,,360000,
10:45:00.000Z,11:00:00.000Z,16.739582061767578,24.75,,,,,,,,38,,,,,,,,
11:00:00.000Z,11:15:00.000Z,16.739582061767578,24.75,,,,,,,,38,,,,,,,,
11:15:00.000Z,11:30:00.000Z,16.739582061767578,24.75,,,,,0.027499999850988388,0.027499999850988388,0.027499999850988388,38,,,,,,,,
11:30:00.000Z,11:45:00.000Z,16.739582225254605,24.75,,,,,,,,38,,,,,,,,
11:45:00.000Z,12:00:00.000Z,16.739582334245956,24.75,,,,,,,,38,,,,,,,,
12:00:00.000Z,12:15:00.000Z,16.739582334245956,24.75,,,,,,,,38,,,,,,,,
12:15:00.000Z,12:30:00.000Z,8.59791646684919,138.3,,,,,0.1874999850988388,0.1874999850988388,0.1874999850988388,213,,,,,,720000,,
12:30:00.000Z,12:45:00.000Z,54.69666677086542,60.0,,,,,,,,92,,,,,,900000,,
12:45:00.000Z,13:00:00.000Z,22.48700671013485,22.5,,,,,,,,35,,,,,416169,93268,,
13:00:00.000Z,13:15:00.000Z,16.739582061767578,22.5,,,,,,,,35,,,,,,,,
13:15:00.000Z,13:30:00.000Z,16.739582061767578,22.5,,,,,0.02500000037252903,0.02500000037252903,0.02500000037252903,35,,,,,,,,
13:30:00.000Z,13:45:00.000Z,16.739582061767578,22.5,,,,,,,,35,,,,,,,,
13:45:00.000Z,14:00:00.000Z,16.739582325919717,22.5,,,,,,,,35,,,,,,,,
14:00:00.000Z,14:15:00.000Z,16.928209631811114,22.5,,,,,,,,35,,,,,120894,3061,,
14:15:00.000Z,14:30:00.000Z,22.51713513838492,353.0,-33.8448091,18.6769166,-33.8439887,18.6777003,0.9472222328186035,0.9472222328186035,0.9472222328186035,475,,,,6,76911,367682,,
14:30:00.000Z,14:45:00.000Z,18.146502256393433,253.2106690126307,-33.8636103,18.6842359,-33.8636103,18.6842359,0.1483301967382431,0.2966603934764862,0.0,371,,,,7,,456005,,
14:45:00.000Z,15:00:00.000Z,15.579860807475276,349.9372549019608,,,,,0.5774509906768799,0.5774509906768799,0.5774509906768799,536,,,,10,,600000,,
15:00:00.000Z,15:15:00.000Z,16.739583448184142,13.0,,,,,,,,20,,,,,,,,
15:15:00.000Z,15:30:00.000Z,16.739584272505756,13.0,,,,,,,,20,,,,,,,,
15:30:00.000Z,15:45:00.000Z,16.739584272505756,13.0,,,,,0.014444444328546524,0.014444444328546524,0.014444444328546524,20,,,,,,,,
15:45:00.000Z,16:00:00.000Z,21.415389258218873,13.0,,,,,,,,20,,,,,509088,75878,,
16:00:00.000Z,16:15:00.000Z,16.92810358009106,72.86666666666666,-33.8727444,18.6336383,-33.8726046,18.6339289,,,,106,,,,3,52293,204933,,
16:15:00.000Z,16:30:00.000Z,14.043749237060547,134.47154471544715,,,,,0.35185185074806213,0.35185185074806213,0.35185185074806213,194,,,,6,540000,360000,,
16:30:00.000Z,16:45:00.000Z,16.739582061767578,14.634146341463413,,,,,,,,23,,,,,900000,,,
16:45:00.000Z,17:00:00.000Z,16.739582061767578,14.634146341463413,,,,,,,,23,,,,,900000,,,
17:00:00.000Z,17:15:00.000Z,16.739582061767578,14.634146341463413,,,,,0.016260161995887756,0.016260161995887756,0.016260161995887756,23,,,,,900000,,,
17:15:00.000Z,17:30:00.000Z,16.739581918716432,14.634146341463413,,,,,,,,23,,,,,900000,,,
17:30:00.000Z,17:45:00.000Z,16.739581823349,13.658536585365855,,,,,,,,21,,,,,900000,,,
17:45:00.000Z,18:00:00.000Z,4.411764705882353,144.70588235294116,,,,,0.16078431904315948,0.16078431904315948,0.16078431904315948,222,,,,,,900000,,
