Start time,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Move Minutes count
00:00:00.000Z,00:15:00.000Z,16.609364827473957,,,,,,,,,,,,,
00:15:00.000Z,00:30:00.000Z,16.609364827473957,,,,,,,,,,,,,
00:30:00.000Z,00:45:00.000Z,16.609364827473957,,,,,,,,,,,,,
00:45:00.000Z,01:00:00.000Z,16.609364827473957,,,,,,,,,,,,,
01:00:00.000Z,01:15:00.000Z,16.609364827473957,,,,,,,,,,,,,
01:15:00.000Z,01:30:00.000Z,16.609364827473957,,,,,,,,,,,,,
01:30:00.000Z,01:45:00.000Z,16.609364827473957,,,,,,,,,,,,,
01:45:00.000Z,02:00:00.000Z,16.609364827473957,,,,,,,,,,,,,
02:00:00.000Z,02:15:00.000Z,16.609364827473957,,,,,,,,,,,,,
02:15:00.000Z,02:30:00.000Z,16.609364827473957,,,,,,,,,,,,,
02:30:00.000Z,02:45:00.000Z,16.609364827473957,,,,,,,,,,,,,
02:45:00.000Z,03:00:00.000Z,16.609364827473957,,,,,,,,,,,,,
03:00:00.000Z,03:15:00.000Z,16.609364827473957,,,,,,,,,,,,,
03:15:00.000Z,03:30:00.000Z,16.609364827473957,,,,,,,,,,,,,
03:30:00.000Z,03:45:00.000Z,16.609364827473957,,,,,,,,,,,,,
03:45:00.000Z,04:00:00.000Z,16.609364827473957,,,,,,,,,,,,,
04:00:00.000Z,04:15:00.000Z,16.609364827473957,,,,,,,,,,,,,
04:15:00.000Z,04:30:00.000Z,16.609364827473957,,,,,,,,,,,,,
04:30:00.000Z,04:45:00.000Z,16.609364827473957,,,,,,,,,,,,,
04:45:00.000Z,05:00:00.000Z,16.609364827473957,,,,,,,,,,,,,
05:00:00.000Z,05:15:00.000Z,16.609364827473957,,,,,,,,,,,,,
05:15:00.000Z,05:30:00.000Z,16.609364827473957,,,,,,,,,,,,,
05:30:00.000Z,05:45:00.000Z,16.609364827473957,,,,,,,,,,,,,
05:45:00.000Z,06:00:00.000Z,16.609364827473957,,,,,,,,,,,,,
06:00:00.000Z,06:15:00.000Z,16.609364827473957,,,,,,,,,,,,,
06:15:00.000Z,06:30:00.000Z,16.609364827473957,,,,,,,,,,,,,
06:30:00.000Z,06:45:00.000Z,16.609364827473957,,,,,,,,,,,,,
06:45:00.000Z,07:00:00.000Z,16.609364827473957,,,,,,,,,,,,,
07:00:00.000Z,07:15:00.000Z,16.609364827473957,,,,,,,,,,,,,
07:15:00.000Z,07:30:00.000Z,16.609364827473957,,,,,,,,,,,,,
07:30:00.000Z,07:45:00.000Z,16.609364827473957,,,,,,,,,,,,,
07:45:00.000Z,08:00:00.000Z,16.609364827473957,,,,,,,,,,,,,
08:00:00.000Z,08:15:00.000Z,16.609364827473957,,,,,,,,,,,,,
08:15:00.000Z,08:30:00.000Z,16.609364827473957,,,,,,,,,,,,,
08:30:00.000Z,08:45:00.000Z,16.609364827473957,,,,,,,,,,,,,
08:45:00.000Z,09:00:00.000Z,16.609364827473957,,,,,,,,,,,,,
09:00:00.000Z,09:15:00.000Z,16.609364827473957,,,,,,,,,,,,,
