Start time,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Move Minutes count,Inactive duration (ms),Walking duration (ms),Running duration (ms),Sleep duration (ms),Light sleeping duration (ms),Deep sleeping duration (ms),Awake mid-sleeping duration (ms)
08:00:00.000Z,08:15:00.000Z,17.05729213398474,29.132231404958677,,,,,0.03236914426088333,0.03236914426088333,0.03236914426088333,41,,,,,900000,,,,,,
08:15:00.000Z,08:30:00.000Z,17.05729185561976,29.132231404958677,,,,,,,,41,,,,,900000,,,,,,
08:30:00.000Z,08:45:00.000Z,17.05729185561976,29.132231404958677,,,,,,,,41,,,,,900000,,,,,,
08:45:00.000Z,09:00:00.000Z,17.05729185561976,29.132231404958677,,,,,,,,41,,,,,900000,,,,,,
09:00:00.000Z,09:15:00.000Z,51.4086825199363,208.37912320707213,-33.9773909,18.4654256,-33.9773909,18.4654256,0.8083332777023315,0.8083332777023315,0.8083332777023315,307,,,,4,660000,,240000,,,,
09:15:00.000Z,09:30:00.000Z,17.057292355513493,23.3193270876404,,,,,,,,32,,,,,900000,,,,,,
09:30:00.000Z,09:45:00.000Z,17.057292355513493,23.3193270876404,,,,,0.025910362601280212,0.025910362601280212,0.025910362601280212,32,,,,,900000,,,,,,
09:45:00.000Z,10:00:00.000Z,17.057292355513493,23.3193270876404,,,,,,,,32,,,,,900000,,,,,,
10:00:00.000Z,10:15:00.000Z,22.807248164468906,42.3282852140611,,,,,0.37252350151538843,0.3725235164165497,0.3725234866142273,32,,,,,338798,91024,,,,,
10:15:00.000Z,10:30:00.000Z,17.057291204668235,23.319326828554193,,,,,,,,32,,,,,900000,,,,,,
10:30:00.000Z,10:45:00.000Z,17.057291204668235,23.319326828554193,,,,,0.025910362601280212,0.025910362601280212,0.025910362601280212,32,,,,,900000,,,,,,
10:45:00.000Z,11:00:00.000Z,17.057291204668235,23.319326828554193,,,,,,,,32,,,,,900000,,,,,,
11:00:00.000Z,11:15:00.000Z,47.37873710881677,467.5095489132399,-33.9786718,18.4647527,-33.9773785,18.465776,0.9545454382896423,0.9545454382896423,0.9545454382896423,606,,,,8,420000,480000,,,,,
11:15:00.000Z,11:30:00.000Z,37.35844388875094,528.2769048864191,-33.9805076,18.4634311,-33.9797543,18.4638636,0.6239259070636706,1.4541665315628052,0.13333334028720856,664,,,,6,475221,424779,,,,,
11:30:00.000Z,11:45:00.000Z,64.16866535364998,1093.9345752303016,-33.9811862,18.4630484,-33.9779687,18.464725,1.1294854479310934,1.605555772781372,0.33351343870162964,1324,,,,12,,900000,,,,,
11:45:00.000Z,12:00:00.000Z,19.543209035401333,33.85981410942087,,,,,0.024092407897114754,0.024092407897114754,0.024092407897114754,29,,,,,860647,39353,,,,,
12:00:00.000Z,12:15:00.000Z,26.79414104754078,91.12767622207367,,,,,0.6005738377571106,0.6538007259368896,0.5473469495773315,29,,,,,745862,154138,,,,,
12:15:00.000Z,12:30:00.000Z,17.05729103088379,21.683164384628483,,,,,,,,29,,,,,900000,,,,,,
12:30:00.000Z,12:45:00.000Z,17.05729103088379,21.683164384628483,,,,,,,,29,,,,,900000,,,,,,
12:45:00.000Z,13:00:00.000Z,17.05729103088379,21.683164384628483,,,,,0.024092406034469604,0.024092406034469604,0.024092406034469604,29,,,,,900000,,,,,,
13:00:00.000Z,13:15:00.000Z,17.057291004775117,21.683164384628483,,,,,,,,29,,,,,900000,,,,,,
13:15:00.000Z,13:30:00.000Z,28.427831521707688,37.59329490770192,-33.9774188,18.4654314,-33.9774188,18.4654314,,,,54,,,,,414960,180000,,,,,
13:30:00.000Z,13:45:00.000Z,60.9384189400528,103.20731969693837,-33.9773886,18.4654741,-33.9773886,18.4654741,0.4969032332301139,0.8732936382293701,0.12051282823085785,159,,,,1,205345,694655,,,,,
13:45:00.000Z,14:00:00.000Z,17.05729103088379,11.444443843267242,,,,,,,,17,,,,,900000,,,,,,
14:00:00.000Z,14:15:00.000Z,17.05729103088379,11.444443843267242,,,,,,,,17,,,,,900000,,,,,,
14:15:00.000Z,14:30:00.000Z,17.05729103088379,11.444443843267242,,,,,,,,17,,,,,900000,,,,,,
14:30:00.000Z,14:45:00.000Z,17.05729103088379,11.444443843267242,,,,,,,,17,,,,,900000,,,,,,
14:45:00.000Z,15:00:00.000Z,17.05729103088379,11.444443843267242,,,,,0.012716048397123814,0.012716048397123814,0.012716048397123814,17,,,,,900000,,,,,,
15:00:00.000Z,15:15:00.000Z,17.05729103088379,11.444443843267242,,,,,,,,17,,,,,900000,,,,,,
15:15:00.000Z,15:30:00.000Z,17.05729103088379,11.444443843267242,,,,,,,,17,,,,,900000,,,,,,
15:30:00.000Z,15:45:00.000Z,17.057291046236493,11.444443843267242,,,,,,,,17,,,,,900000,,,,,,
15:45:00.000Z,16:00:00.000Z,35.717046752318666,79.67731980772594,-33.9773954,18.4654265,-33.9773954,18.4654265,0.215630469668418,0.2773311138153076,0.012716048397123814,103,,,,3,604609,295391,,,,,
16:00:00.000Z,16:15:00.000Z,73.91000535753038,295.55555555555554,-33.9773971,18.4646844,-33.9446275,18.482422,0.3283950686454773,0.3283950686454773,0.3283950686454773,450,,,,15,,900000,,,,,
16:15:00.000Z,16:30:00.000Z,51.16891976558801,229.55555555555554,-33.924956,18.4803599,-33.9140047,18.4944519,0.17407406866550446,0.17407406866550446,0.17407406866550446,349,,,,9,,540000,,,,,
16:30:00.000Z,16:45:00.000Z,32.21801396198294,135.26666666666665,-33.8636374,18.6842042,-33.8625678,18.6856864,0.3749999701976776,0.3749999701976776,0.3749999701976776,209,,,,4,360000,240000,,,,,
16:45:00.000Z,17:00:00.000Z,17.057291874062468,10.466666666666667,,,,,,,,16,,,,,900000,,,,,,
17:00:00.000Z,17:15:00.000Z,17.057291633505795,10.466666666666667,,,,,,,,17,,,,,623511,,,,,,
17:15:00.000Z,17:30:00.000Z,17.05729103088379,10.466666666666667,,,,,,,,16,,,,,900000,,,,,,
17:30:00.000Z,17:45:00.000Z,17.05729103088379,10.466666666666667,,,,,,,,16,,,,,900000,,,,,,
17:45:00.000Z,18:00:00.000Z,17.05729103088379,10.466666666666667,,,,,,,,16,,,,,900000,,,,,,
18:00:00.000Z,18:15:00.000Z,17.05729103088379,10.466666666666667,,,,,,,,16,,,,,900000,,,,,,
18:15:00.000Z,18:30:00.000Z,17.05729103088379,10.466666666666667,,,,,,,,16,,,,,900000,,,,,,
18:30:00.000Z,18:45:00.000Z,17.05729103088379,10.466666666666667,,,,,0.011629629880189896,0.011629629880189896,0.011629629880189896,16,,,,,900000,,,,,,
18:45:00.000Z,19:00:00.000Z,17.05729103088379,10.466666666666667,,,,,,,,16,,,,,900000,,,,,,
19:00:00.000Z,19:15:00.000Z,17.05729103088379,10.466666666666667,,,,,,,,16,,,,,900000,,,,,,
19:15:00.000Z,19:30:00.000Z,17.05729103088379,10.466666666666667,,,,,,,,16,,,,,900000,,,,,,
19:30:00.000Z,19:45:00.000Z,17.05729103088379,10.466666666666667,,,,,,,,16,,,,,900000,,,,,,
19:45:00.000Z,20:00:00.000Z,17.05729103088379,10.466666666666667,,,,,,,,16,,,,,900000,,,,,,
20:00:00.000Z,20:15:00.000Z,17.05729093069019,10.466666666666667,,,,,,,,16,,,,,900000,,,,,,
20:15:00.000Z,20:30:00.000Z,17.057290009923907,6.977777777777778,,,,,,,,11,,,,,900000,,,,,,
20:30:00.000Z,20:45:00.000Z,17.057290009923907,,,,,,,,,,,,,,900000,,,,,,
20:45:00.000Z,21:00:00.000Z,17.057290054780953,,,,,,,,,1,,,,,300000,,,,600000,,
21:00:00.000Z,21:15:00.000Z,17.057290077209473,,,,,,,,,,,,,,,,,,180000,720000,
21:15:00.000Z,21:30:00.000Z,17.057291312651202,,-33.8635921,18.6842786,-33.8635921,18.6842786,,,,,,,,,,,,,420000,360000,120000
21:30:00.000Z,21:45:00.000Z,17.05729137767445,,-33.8635843,18.6842442,-33.86354,18.6842632,,,,,,,,,,,,,,900000,
21:45:00.000Z,22:00:00.000Z,17.057290345559387,,,,,,,,,,,,,,,,,240000,600000,60000,
22:00:00.000Z,22:15:00.000Z,17.057290758405415,0.8767123287671232,,,,,,,,,,,,,,,,900000,,,
22:15:00.000Z,22:30:00.000Z,17.057290758405415,0.9393346379647749,,,,,,,,,,,,,,,,900000,,,
22:30:00.000Z,22:45:00.000Z,17.05729088556199,0.9393346379647749,,,,,,,,,,,,,,,,480000,420000,,
22:45:00.000Z,23:00:00.000Z,17.05729103088379,0.9393346379647749,,,,,,,,,,,,,,,,,900000,,
23:00:00.000Z,23:15:00.000Z,17.05729103088379,0.9393346379647749,,,,,,,,,,,,,,,,,900000,,
23:15:00.000Z,23:30:00.000Z,17.05729103088379,0.9393346379647749,,,,,,,,,,,,,,,,,900000,,
23:30:00.000Z,23:45:00.000Z,17.057291327582465,0.9393346379647749,,,,,,,,,,,,,,,,,900000,,
23:45:00.000Z,00:00:00.000Z,17.05729111565484,0.9393346379647749,,,,,,,,,,,,,,,,780000,120000,,
