Start time,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Move Minutes count,Inactive duration (ms),Walking duration (ms),Running duration (ms),Sleep duration (ms),Light sleeping duration (ms),Deep sleeping duration (ms)
00:00:00.000Z,00:15:00.000Z,16.885417699813843,1.097560975609756,,,,,,,,,,,,,,,,,,900000
00:15:00.000Z,00:30:00.000Z,16.88541739327567,1.097560975609756,,,,,,,,,,,,,,,,,900000,
00:30:00.000Z,00:45:00.000Z,16.88541739327567,1.097560975609756,,,,,,,,,,,,,,,,,900000,
00:45:00.000Z,01:00:00.000Z,16.88541759763445,1.097560975609756,,,,,,,,,,,,,,,,,300000,600000
01:00:00.000Z,01:15:00.000Z,16.88541669845581,1.097560975609756,,,,,,,,,,,,,,,,,540000,360000
01:15:00.000Z,01:30:00.000Z,16.88541603088379,1.097560975609756,,,,,,,,,,,,,,,,,900000,
01:30:00.000Z,01:45:00.000Z,16.88541603088379,1.097560975609756,,,,,,,,,,,,,,,,,900000,
01:45:00.000Z,02:00:00.000Z,16.88541603088379,1.097560975609756,,,,,,,,,,,,,,,,,900000,
02:00:00.000Z,02:15:00.000Z,16.885415546710675,1.097560975609756,,,,,,,,,,,,,,,,,900000,
02:15:00.000Z,02:30:00.000Z,16.885415223928597,1.097560975609756,,,,,0.0012195121962577105,0.0012195121962577105,0.0012195121962577105,,,,,,,,,,900000,
02:30:00.000Z,02:45:00.000Z,16.885415223928597,1.097560975609756,,,,,,,,,,,,,,,,,120000,780000
02:45:00.000Z,03:00:00.000Z,16.885417938232422,1.097560975609756,,,,,,,,,,,,,,,,,900000,
03:00:00.000Z,03:15:00.000Z,16.885417938232422,1.097560975609756,,,,,,,,,,,,,,,,,900000,
03:15:00.000Z,03:30:00.000Z,16.885417938232422,1.097560975609756,,,,,,,,,,,,,,,,,900000,
03:30:00.000Z,03:45:00.000Z,16.885417938232422,1.097560975609756,-33.863619,18.684222,-33.8635627,18.6842373,,,,,,,,,,,,,900000,
03:45:00.000Z,04:00:00.000Z,16.885417135138262,1.097560975609756,,,,,,,,,,,,,,,,,900000,
04:00:00.000Z,04:15:00.000Z,16.885415800830774,1.097560975609756,,,,,,,,,,,,,,,,,240000,660000
04:15:00.000Z,04:30:00.000Z,16.88541541099548,1.097560975609756,,,,,,,,,,,,,,,,,120000,780000
04:30:00.000Z,04:45:00.000Z,16.88541603088379,1.097560975609756,,,,,,,,,,,,,,,,,900000,
04:45:00.000Z,05:00:00.000Z,16.88541603088379,1.097560975609756,,,,,,,,,,,,,,,,,900000,
05:00:00.000Z,05:15:00.000Z,16.88541603088379,1.097560975609756,,,,,,,,,,,,,,,,,900000,
05:15:00.000Z,05:30:00.000Z,16.88541603088379,1.097560975609756,,,,,,,,,,,,,,,,,900000,
05:30:00.000Z,05:45:00.000Z,16.8854159673055,1.097560975609756,,,,,,,,,,,,,,,,,780000,120000
05:45:00.000Z,06:00:00.000Z,16.88541546697202,1.097560975609756,,,,,,,,,,,,,,,,,420000,480000
06:00:00.000Z,06:15:00.000Z,16.88541536745818,1.097560975609756,,,,,,,,,,,,,,,,,900000,
06:15:00.000Z,06:30:00.000Z,16.88541536745818,1.097560975609756,,,,,,,,,,,,,,,,,900000,
06:30:00.000Z,06:45:00.000Z,16.885416300400443,1.097560975609756,,,,,,,,1,,,,,360000,,,,540000,
06:45:00.000Z,07:00:00.000Z,12.620581496845592,38.84035476718403,-33.86353,18.684219,-33.8635097,18.6842876,,,,60,,,,,600000,,300000,,,
07:00:00.000Z,07:15:00.000Z,4.090909090909091,114.54545454545453,-33.8636423,18.6842164,-33.8636226,18.6843138,0.12727272510528564,0.12727272510528564,0.12727272510528564,177,,,,,,,900000,,,
07:15:00.000Z,07:30:00.000Z,8.422538085417314,159.4949494949495,-33.9439298,18.475082,-33.8891077,18.5579659,0.23999999463558197,0.23999999463558197,0.23999999463558197,240,,,,,,600000,120000,,,
07:30:00.000Z,07:45:00.000Z,8.751388822283063,187.77777777777777,-33.9776861,18.4655008,-33.96767,18.4662903,0.24074074625968933,0.24074074625968933,0.24074074625968933,271,,,,,120000,780000,,,,
07:45:00.000Z,08:00:00.000Z,11.879861069205685,158.01330947875977,-33.9776856,18.465344,-33.9774552,18.4655389,0.21141736480203144,0.3124999701976776,0.0,244,,,,,420000,480000,,,,
08:00:00.000Z,08:15:00.000Z,18.8458219796837,14.999999999999998,,,,,0.01666666753590107,0.01666666753590107,0.01666666753590107,23,,,,,868852,31148,,,,
08:15:00.000Z,08:30:00.000Z,16.885415291019985,10.0,,,,,,,,15,,,,,900000,,,,,
08:30:00.000Z,08:45:00.000Z,16.885415291019985,,,,,,,,,12,,,,,900000,,,,,
08:45:00.000Z,09:00:00.000Z,21.329938046606955,,,,,,,,,3,,,,,829383,70617,,,,
09:00:00.000Z,09:15:00.000Z,16.885415654694757,,,,,,,,,,,,,,900000,,,,,
09:15:00.000Z,09:30:00.000Z,16.885415654694757,,,,,,,,,1,,,,,900000,,,,,
09:30:00.000Z,09:45:00.000Z,16.885415654694757,,,,,,,,,,,,,,900000,,,,,
09:45:00.000Z,10:00:00.000Z,19.927417581160647,10.838750839233398,,,,,0.4837864339351654,0.4837864339351654,0.4837864339351654,25,,,,,851667,48333,,,,
10:00:00.000Z,10:15:00.000Z,16.885414123535156,,,,,,,,,,,,,,900000,,,,,
10:15:00.000Z,10:30:00.000Z,16.885414123535156,,,,,,,,,,,,,,900000,,,,,
10:30:00.000Z,10:45:00.000Z,16.885414123535156,,,,,,,,,,,,,,900000,,,,,
10:45:00.000Z,11:00:00.000Z,16.88541466598511,52.28103446960449,,,,,0.6099976003170013,0.74861079454422,0.4713844060897827,87,,,,2,790788,,,,,
11:00:00.000Z,11:15:00.000Z,16.885414123535156,,,,,,,,,,,,,,900000,,,,,
11:15:00.000Z,11:30:00.000Z,16.885414123535156,,,,,,,,,,,,,,900000,,,,,
11:30:00.000Z,11:45:00.000Z,16.885414123535156,,,,,,,,,,,,,,900000,,,,,
11:45:00.000Z,12:00:00.000Z,16.885414123535156,,,,,,,,,,,,,,900000,,,,,
12:00:00.000Z,12:15:00.000Z,16.885414123535156,,,,,,,,,,,,,,900000,,,,,
12:15:00.000Z,12:30:00.000Z,16.885414123535156,,,,,,,,,,,,,,900000,,,,,
12:30:00.000Z,12:45:00.000Z,16.885414123535156,,,,,,,,,,,,,,900000,,,,,
12:45:00.000Z,13:00:00.000Z,16.88541524696562,,,,,,,,,,,,,,900000,,,,,
13:00:00.000Z,13:15:00.000Z,16.88541603088379,,,,,,,,,2,,,,,900000,,,,,
13:15:00.000Z,13:30:00.000Z,16.88541603088379,,,,,,,,,,,,,,900000,,,,,
13:30:00.000Z,13:45:00.000Z,16.88541603088379,,,,,,,,,2,,,,,900000,,,,,
13:45:00.000Z,14:00:00.000Z,16.885416223087702,,,,,,,,,,,,,,900000,,,,,
14:00:00.000Z,14:15:00.000Z,28.685175575844013,160.97902584075928,,,,,0.7986347957590464,1.0747770071029663,0.39217352867126465,256,,,,3,712519,187481,,,,
14:15:00.000Z,14:30:00.000Z,16.885415382615143,,,,,,,,,2,,,,,90726,,,,,
14:30:00.000Z,14:45:00.000Z,16.885415233900748,,,,,,,,,,,,,,,,,,,
14:45:00.000Z,15:00:00.000Z,16.885415484261245,17.214487075805664,,,,,0.2869080901145935,0.2869080901145935,0.2869080901145935,45,,,,,737905,,,,,
15:00:00.000Z,15:15:00.000Z,16.885415172532493,,,,,,5.283754187909773,20.089487075805664,0.5076887011528015,18,,,,,397594,,,,,
15:15:00.000Z,15:30:00.000Z,21.777430714316854,26.54760155826807,,,,,7.876096248526597,22.74047088623047,0.43558186292648315,64,,,,1,142984,77727,,,,
15:30:00.000Z,15:45:00.000Z,21.93433769046979,40.804710388183594,,,,,4.005450843278342,15.394266128540039,0.31878677010536194,86,,,,1,152889,80220,,,,
15:45:00.000Z,16:00:00.000Z,16.885416093076635,,,,,,,,,2,,,,,900000,,,,,
16:00:00.000Z,16:15:00.000Z,21.762892353741968,,,,,,,,,50,,,,,822504,77496,,,,
16:15:00.000Z,16:30:00.000Z,16.88541575445275,,,,,,,,,,,,,,900000,,,,,
16:30:00.000Z,16:45:00.000Z,16.88541575445275,,,,,,,,,3,,,,,900000,,,,,
16:45:00.000Z,17:00:00.000Z,16.885416673448457,,,,,,,,,12,,,,,269112,,,,,
17:00:00.000Z,17:15:00.000Z,16.88541608605637,1.2751471996307373,,,,,,,,10,,,,,852004,,,,,
17:15:00.000Z,17:30:00.000Z,16.88541603088379,,,,,,,,,,,,,,900000,,,,,
17:30:00.000Z,17:45:00.000Z,16.88541603088379,,,,,,,,,,,,,,900000,,,,,
