Start time,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Move Minutes count,Inactive duration (ms),Walking duration (ms),Light sleeping duration (ms),Deep sleeping duration (ms)
00:00:00.000Z,00:15:00.000Z,17.057290712992348,1.784232365145228,-33.8635439,18.6842625,-33.8635439,18.6842625,,,,,,,,,,,600000,300000
00:15:00.000Z,00:30:00.000Z,17.05729103088379,1.784232365145228,,,,,,,,,,,,,,,900000,
00:30:00.000Z,00:45:00.000Z,17.05729103088379,1.784232365145228,-33.8635843,18.6842226,-33.8635341,18.6842503,,,,,,,,,,,900000,
00:45:00.000Z,01:00:00.000Z,17.05729103088379,1.784232365145228,,,,,,,,,,,,,,,900000,
01:00:00.000Z,01:15:00.000Z,17.057290956085804,1.784232365145228,,,,,,,,,,,,,,,900000,
01:15:00.000Z,01:30:00.000Z,17.057290469898895,1.784232365145228,,,,,,,,,,,,,,,420000,480000
01:30:00.000Z,01:45:00.000Z,17.057290077209473,1.784232365145228,,,,,,,,,,,,,,,,900000
01:45:00.000Z,02:00:00.000Z,17.057290077209473,1.784232365145228,,,,,,,,,,,,,,,600000,300000
02:00:00.000Z,02:15:00.000Z,17.05729103088379,1.784232365145228,,,,,,,,,,,,,,,540000,360000
02:15:00.000Z,02:30:00.000Z,17.057291666666664,1.784232365145228,,,,,,,,,,,,,,,900000,
02:30:00.000Z,02:45:00.000Z,17.057291666666664,1.784232365145228,,,,,,,,,,,,,,,900000,
02:45:00.000Z,03:00:00.000Z,17.057290973085344,1.784232365145228,,,,,,,,,,,,,,,360000,540000
03:00:00.000Z,03:15:00.000Z,17.057290510697797,1.784232365145228,,,,,,,,,,,,,,,,900000
03:15:00.000Z,03:30:00.000Z,17.057290718772194,1.784232365145228,,,,,,,,,,,,,,,360000,540000
03:30:00.000Z,03:45:00.000Z,17.05729103088379,1.784232365145228,,,,,,,,,,,,,,,900000,
03:45:00.000Z,04:00:00.000Z,17.05729103088379,1.784232365145228,,,,,,,,,,,,,,,900000,
04:00:00.000Z,04:15:00.000Z,17.05729103088379,1.784232365145228,,,,,0.0019824805203825235,0.0019824805203825235,0.0019824805203825235,,,,,,,,900000,
04:15:00.000Z,04:30:00.000Z,17.05729103088379,1.784232365145228,,,,,,,,,,,,,,,900000,
04:30:00.000Z,04:45:00.000Z,17.05729103088379,1.784232365145228,,,,,,,,,,,,,,,900000,
04:45:00.000Z,05:00:00.000Z,17.05729103088379,1.784232365145228,,,,,,,,,,,,,,,900000,
05:00:00.000Z,05:15:00.000Z,17.05729103088379,1.784232365145228,-33.8635964,18.684246,-33.8635558,18.6842975,,,,,,,,,,,900000,
05:15:00.000Z,05:30:00.000Z,17.057290921892438,1.784232365145228,,,,,,,,,,,,,,,900000,
05:30:00.000Z,05:45:00.000Z,17.057290758405415,1.784232365145228,,,,,,,,,,,,,,,900000,
05:45:00.000Z,06:00:00.000Z,17.057290699170984,1.784232365145228,,,,,,,,,,,,,,,,900000
06:00:00.000Z,06:15:00.000Z,17.05729000617994,1.784232365145228,,,,,,,,,,,,,,,420000,480000
06:15:00.000Z,06:30:00.000Z,17.05729051951925,1.784232365145228,,,,,,,,,,,,,,,900000,
06:30:00.000Z,06:45:00.000Z,17.05729051951925,1.784232365145228,-33.8636291,18.6842361,-33.8636291,18.6842361,,,,,,,,,,,900000,
06:45:00.000Z,07:00:00.000Z,17.05729051951925,1.784232365145228,-33.8635151,18.6842757,-33.8635151,18.6842757,,,,,,,,,,,900000,
07:00:00.000Z,07:15:00.000Z,17.05729099679282,1.784232365145228,,,,,,,,3,,,,,840000,,60000,
07:15:00.000Z,07:30:00.000Z,17.05729103088379,1.784232365145228,,,,,,,,3,,,,,900000,,,
07:30:00.000Z,07:45:00.000Z,17.05729103088379,1.784232365145228,,,,,,,,3,,,,,900000,,,
07:45:00.000Z,08:00:00.000Z,17.05729103088379,1.784232365145228,,,,,,,,3,,,,,900000,,,
08:00:00.000Z,08:15:00.000Z,17.05729103088379,1.784232365145228,,,,,,,,3,,,,,900000,,,
08:15:00.000Z,08:30:00.000Z,17.05729103088379,1.784232365145228,,,,,,,,3,,,,,900000,,,
08:30:00.000Z,08:45:00.000Z,17.05729103088379,1.784232365145228,,,,,,,,3,,,,,900000,,,
08:45:00.000Z,09:00:00.000Z,17.05729103088379,1.784232365145228,,,,,,,,3,,,,,900000,,,
09:00:00.000Z,09:15:00.000Z,17.05729103088379,1.784232365145228,,,,,,,,3,,,,,900000,,,
09:15:00.000Z,09:30:00.000Z,17.05729103088379,1.784232365145228,,,,,,,,3,,,,,900000,,,
09:30:00.000Z,09:45:00.000Z,17.05729103088379,1.784232365145228,,,,,,,,3,,,,,900000,,,
09:45:00.000Z,10:00:00.000Z,17.05729103088379,1.784232365145228,,,,,,,,3,,,,,900000,,,
10:00:00.000Z,10:15:00.000Z,47.37873578055244,130.57579529737205,,,,,0.26874998211860657,0.26874998211860657,0.26874998211860657,200,,,,,420000,480000,,
