Start time,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Move Minutes count,Inactive duration (ms),Walking duration (ms),Running duration (ms)
00:00:00.000Z,00:15:00.000Z,16.97395133972168,,,,,,,,,,,,,,900000,,
00:15:00.000Z,00:30:00.000Z,16.97395133972168,,,,,,,,,,,,,,900000,,
00:30:00.000Z,00:45:00.000Z,16.97395133972168,,,,,,,,,,,,,,900000,,
00:45:00.000Z,01:00:00.000Z,16.97395133972168,,,,,,,,,,,,,,900000,,
01:00:00.000Z,01:15:00.000Z,16.97395133972168,,,,,,,,,,,,,,900000,,
01:15:00.000Z,01:30:00.000Z,16.97395133972168,,,,,,,,,,,,,,900000,,
01:30:00.000Z,01:45:00.000Z,16.97395133972168,,,,,,,,,,,,,,900000,,
01:45:00.000Z,02:00:00.000Z,16.97395133972168,,,,,,,,,,,,,,900000,,
02:00:00.000Z,02:15:00.000Z,16.97395133972168,,,,,,,,,,,,,,900000,,
02:15:00.000Z,02:30:00.000Z,16.97395133972168,,,,,,,,,,,,,,900000,,
02:30:00.000Z,02:45:00.000Z,16.97395133972168,,,,,,,,,,,,,,900000,,
02:45:00.000Z,03:00:00.000Z,16.97395133972168,,,,,,,,,,,,,,900000,,
03:00:00.000Z,03:15:00.000Z,16.97395133972168,,,,,,,,,,,,,,900000,,
03:15:00.000Z,03:30:00.000Z,16.97395133972168,,,,,,,,,,,,,,900000,,
03:30:00.000Z,03:45:00.000Z,16.97395133972168,,,,,,,,,,,,,,900000,,
03:45:00.000Z,04:00:00.000Z,16.97395133972168,,,,,,,,,1,,,,,900000,,
04:00:00.000Z,04:15:00.000Z,16.97395133972168,,,,,,,,,0,,,,,900000,,
04:15:00.000Z,04:30:00.000Z,16.97395133972168,,,,,,,,,,,,,,900000,,
04:30:00.000Z,04:45:00.000Z,16.97395133972168,,,,,,,,,12,,,,,900000,,
04:45:00.000Z,05:00:00.000Z,16.97395133972168,,,,,,,,,,,,,,900000,,
05:00:00.000Z,05:15:00.000Z,16.97395128426208,,,,,,,,,,,,,,900000,,
05:15:00.000Z,05:30:00.000Z,16.973950592645718,,,,,,,,,,,,,,900000,,
05:30:00.000Z,05:45:00.000Z,16.97395053317661,,,,,,,,,55,,,,,788789,,
05:45:00.000Z,06:00:00.000Z,16.97394980773196,,,,,,,,,145,,,,,246364,,
06:00:00.000Z,06:15:00.000Z,16.973949025384265,,,,,,,,,93,,,,,664395,,
06:15:00.000Z,06:30:00.000Z,16.973948940446093,,,,,,,,,45,,,,,93509,,
06:30:00.000Z,06:45:00.000Z,22.048263273454275,25.72914475109737,,,,,0.34088271856307983,0.34088271856307983,0.34088271856307983,41,,,,,,81296,
06:45:00.000Z,07:00:00.000Z,23.928662885562957,20.8932190546735,,,,,0.7923498795776598,1.2507580518722534,0.32914745807647705,229,,,,4,788578,111422,
07:00:00.000Z,07:15:00.000Z,16.973951048588283,,,,,,,,,61,,,,,600331,,
07:15:00.000Z,07:30:00.000Z,16.97394974184141,,,,,,,,,2,,,,,46268,,
07:30:00.000Z,07:45:00.000Z,19.997965080338517,7.920441429376098,,,,,,,,498,,,,7,568317,48448,
07:45:00.000Z,08:00:00.000Z,37.99893447782851,136.27166505599072,,,,,0.9736012638032187,1.4144810438156128,0.3871272802352905,441,,,,7,289687,127197,92441
08:00:00.000Z,08:15:00.000Z,16.973949597275215,,,,,,,,,,,,,,,,
08:15:00.000Z,08:30:00.000Z,16.973949597275215,,,,,,,,,,,,,,,,
08:30:00.000Z,08:45:00.000Z,20.75091062964808,25.900049686431885,,,,,0.8462321758270264,0.8462321758270264,0.8462321758270264,220,,,,4,273541,60511,
08:45:00.000Z,09:00:00.000Z,16.97394901063349,,,,,,,,,,,,,,,,
09:00:00.000Z,09:15:00.000Z,16.97394901063349,,,,,,,,,,,,,,,,
09:15:00.000Z,09:30:00.000Z,16.9739502006743,,,,,,,,,1,,,,,715644,,
09:30:00.000Z,09:45:00.000Z,16.973949432373047,,,,,,,,,,,,,,,,
09:45:00.000Z,10:00:00.000Z,16.973949432373047,,,,,,,,,,,,,,,,
10:00:00.000Z,10:15:00.000Z,16.973949432373047,,,,,,,,,,,,,,,,
10:15:00.000Z,10:30:00.000Z,16.973949543160675,,,,,,,,,,,,,,,,
10:30:00.000Z,10:45:00.000Z,16.97395010937513,,,,,,,,,,,,,,,,
10:45:00.000Z,11:00:00.000Z,20.455362928982552,23.57790735870734,,,,,0.42272496223449707,0.42272496223449707,0.42272496223449707,155,,,,3,451889,55776,
11:00:00.000Z,11:15:00.000Z,45.71296261600167,369.70924922317135,,,,,1.0388207155836988,1.4571233987808228,0.33306020498275757,623,,,,7,439570,460430,
11:15:00.000Z,11:30:00.000Z,26.34585298368399,40.35653591156006,,,,,0.7620399445295334,1.0698046684265137,0.4542752206325531,151,,,,1,749852,150148,
11:30:00.000Z,11:45:00.000Z,31.59605973531899,95.05138444900513,,,,,0.8392026383358814,0.9011548161506653,0.6288372874259949,221,,,,3,665738,234262,
11:45:00.000Z,12:00:00.000Z,16.973950993407605,,,,,,,,,11,,,,,900000,,
12:00:00.000Z,12:15:00.000Z,20.854088507582972,20.072538375854492,,,,,0.3228965103626251,0.3228965103626251,0.3228965103626251,173,,,,3,837836,62164,
12:15:00.000Z,12:30:00.000Z,23.14581796538658,49.85759449005127,,,,,0.5680519268656514,0.6688393354415894,0.25838038325309753,134,,,,2,801120,98880,
12:30:00.000Z,12:45:00.000Z,16.973949579131265,,,,,,,,,83,,,,,900000,,
12:45:00.000Z,13:00:00.000Z,26.561691621626213,32.37506103515625,,,,,0.351188987493515,0.351188987493515,0.351188987493515,80,,,,1,746394,153606,
13:00:00.000Z,13:15:00.000Z,16.97395045876895,,,,,,,,,96,,,,,777649,,
13:15:00.000Z,13:30:00.000Z,16.973949871760954,,,,,,,,,,,,,,218347,,
