Date,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Move Minutes count,Cycling duration (ms),Inactive duration (ms),Walking duration (ms),Running duration (ms),Hiking duration (ms),Sleep duration (ms),Light sleeping duration (ms),Deep sleeping duration (ms),Awake mid-sleeping duration (ms)
2019-06-21,1787.4392301520443,1045.505843758583,-33.9778067,18.4650638,-33.9773819,18.4658059,0.6124473250169448,1.440474271774292,0.21544218063354492,2306,,,,28,,77964942,2108083,,,,,,
2019-06-22,1919.6305226844815,2131.110974550247,-33.9186457,18.5469412,-33.8524172,18.6972569,0.6278717502235764,1.5901060104370117,0.2590004801750183,4640,,,,59,,76991855,4158027,,,,,,
2019-06-23,1673.5422231215753,39.42835983711203,-33.863584,18.6842076,-33.8635351,18.6842335,0.31644683628833614,0.32218265533447266,0.30519887804985046,527,,,,1,,67375378,341837,,,,11100000,3660000,3600000
2019-06-24,1846.9416005767587,1530.0138396315006,-33.9777441,18.4652066,-33.8635721,18.6842019,0.39468540730232754,1.806739330291748,7.772020762786269E-4,2567,,,,26,,50577549,3030810,,,,21060000,4500000,1140000
2019-06-25,1943.6517914296826,3354.7258499860764,-33.9800138,18.4634277,-33.9742306,18.4657945,0.8570705511102862,1.6098554134368896,0.09559250622987747,5914,,,,71,,78152455,4530535,,,,,,
2019-06-26,1753.4013968561899,708.6992620229721,,,,,0.8780569845041678,1.2935329675674438,0.3288863003253937,2037,,,,27,,77414150,1580244,,,,,,
2019-06-27,1669.6486998869539,125.82157514868734,-33.8636101,18.6841953,-33.8635208,18.6842398,0.4112643540558379,0.7446932792663574,0.2697921693325043,388,,,,2,,69331533,281456,,,,10800000,5100000,
2019-06-28,1981.6488710070319,4042.2108628910923,-33.9776922,18.4629083,-33.8635573,18.6842276,2.111029285850083,35.18714141845703,0.26663514971733093,6469,,,,52,,50616612,3937660,840000,,,13020000,8640000,
2019-06-29,1714.6787958331595,497.2807741165161,,,,,7.816038497237697,35.291297912597656,0.16543425619602203,1889,,,,20,,67900292,979758,,,,,,
2019-06-30,1889.7916914766308,1542.223128259182,,,,,0.864747437793142,1.4515681266784668,0.30216723680496216,3221,,,,41,,73186175,3695308,,,,,,
2019-07-01,1873.1261271609592,1335.0840710401535,-33.9776803,18.4650928,-33.9773819,18.4658007,0.64924704307525,1.3065598011016846,0.19319351017475128,2632,,,,37,,78457350,3436864,,,,,,
2019-07-02,1651.4988990733148,,,,,,,,,306,,,,,,86309925,,,,,,,
2019-07-03,1830.491017956829,1965.335011601448,-33.9816337,18.4633129,-33.977371,18.465509,2.0127805169693245,32.99278259277344,0.21965691447257996,4005,,,,51,,78039906,2775704,,,,,,
2019-07-04,1783.6382771335825,932.3538469672203,-33.8574787,18.6708491,-33.8563703,18.6724084,0.9500755889255658,1.7607959508895874,0.215465247631073,2647,,,,35,,72971822,2048770,,,,,,
2019-07-05,1948.3046840292184,3445.6921853125095,-33.9774618,18.4641287,-33.8599281,18.6861276,0.7300106321501425,2.099238872528076,0.08331926167011261,6651,,,,70,,77762207,4581089,,,,,,
2019-07-06,1739.9646067280405,389.2586336135864,,,,,1.341321483794683,36.50897216796875,0.19620037078857422,2556,,,,23,,73062119,1162910,92368,,,,,
2019-07-07,1811.4514619761153,1446.560065716505,-33.9065462,18.4124262,-33.9006819,18.4197702,0.6962539077806961,1.2885489463806152,0.2593419551849365,3038,,,,32,,77740419,2480451,,,,,,
2019-07-08,1683.3526943696363,43.108643531799316,,,,,0.34960700571537023,0.3751663863658905,0.32404762506484985,324,,,,1,,84176274,493969,,,,,,
2019-07-09,1845.6962145671603,1134.842202603817,-33.9776772,18.4652175,-33.9770093,18.4658137,0.6711260454523588,1.4731578826904297,0.25826796889305115,3066,,,,41,,78507625,3011496,,,,,,
2019-07-10,1885.638006011009,1824.3691852539778,-33.9807946,18.4624662,-33.9773624,18.4657984,0.7167674282651436,1.9104673862457275,0.22951339185237885,5147,,,,57,,73787626,3630669,,,,,,
2019-07-11,2069.6083464399094,5330.473599255085,-33.9805057,18.4626989,-33.9773273,18.4658217,1.5237055261263248,33.37025833129883,0.024418413639068604,6872,,,,80,,73448327,4959222,210229,,,,,
2019-07-12,1968.1546323134862,2340.870110422373,-33.8621135,18.6710102,-33.8564432,18.6852175,0.8781353850024505,18.57746696472168,0.16332827508449554,5248,,,,72,,69641168,4910510,,,,,,
2019-07-13,1760.6834277160126,869.3284216225147,,,,,7.964069023260005,30.829999923706055,0.24810060858726501,1829,,,,21,,63698333,1693170,,,,,,
2019-07-14,1673.5442177425523,201.75281620025635,,,,,2.661231302574822,4.58755350112915,0.3238585591316223,1228,,,,6,,83763276,283701,,,,,,
2019-07-15,1748.6122028900961,551.626042842865,,,,,1.044789279881623,17.58572006225586,0.25357139110565186,1723,,,,21,,78161246,1505976,,,,,,
2019-07-16,1854.1651309732194,2289.78144967556,,,,,0.753306466767986,1.4748680591583252,0.06195857748389244,3306,,,,40,,80028654,3142829,,,,,,
2019-07-17,1879.2397066809156,1957.2191858291626,-34.3276843,21.3870425,-34.3276843,21.3870425,0.44877342574831425,1.1542844772338867,0.25962355732917786,3776,,,,47,,78729208,3531671,,,,,,
2019-07-18,1806.418784391124,1306.7902636528015,,,,,3.714691203308377,30.68275260925293,0.28058382868766785,2770,,,,32,,61552545,2402407,,,,,,
2019-07-19,1849.7907766924063,892.1225864887238,,,,,0.48694964792392936,1.0903959274291992,0.2510756552219391,3580,,,,38,,71908712,3074994,,,,,,
2019-07-20,1930.3841904796896,2496.264264345169,,,,,3.6696845288912026,30.882709503173828,0.259242445230484,4477,,,,55,,74680379,3998141,,,,,,
2019-07-21,1673.502173836208,52.08668899536133,,,,,7.324181188295837,36.130001068115234,0.3626443147659302,326,,,,1,,78853976,341215,,,,,,
2019-07-22,1854.977811250334,1957.8809953927994,-33.9805129,18.4629989,-33.977384,18.4657115,2.069729232242446,32.44306564331055,0.09377440065145493,3551,,,,47,,72346611,3155431,,,,,,
2019-07-23,1675.3305863431465,107.46193528175354,,,,,3.244543187340428,18.447011947631836,0.26004543900489807,505,,,,6,,83567783,369569,,,,,,
2019-07-24,1748.4476473132409,856.7280414104462,,,,,2.920616277827154,32.16953659057617,0.21646325290203094,2106,,,,30,,77305906,1503425,,,,,,
2019-07-25,1686.6776900857783,248.42397284507751,,,,,0.5055576985514653,1.1070866584777832,0.14085355401039124,1041,,,,14,,32147027,545533,,,,,,
2019-07-26,1651.498777798294,,,,,,23.61929558878801,31.860000610351562,0.6399999856948853,5310,,,,60,,21683358,,,,,,,
2019-07-27,1934.8821872940148,2445.1941492557526,-33.926914,18.423177,-33.9241426,18.4273175,0.7983394578609674,14.347289085388184,0.27284377813339233,5784,,,,66,,72947383,4394541,,,,,,
2019-07-28,1669.308660941003,29.785056114196777,,,,,0.3518383651971817,0.4298049807548523,0.2738717496395111,187,,,,2,,84840743,276184,,,,,,
2019-07-29,1830.3354455433655,1199.6326035782695,-33.9777443,18.4652728,-33.9773559,18.4657855,0.669926874160909,1.5644017457962036,0.13270772993564606,2941,,,,38,,77295879,2772406,,,,,,
2019-07-30,1684.729598671632,199.75152552127838,,,,,1.9062030120917057,21.80415916442871,0.2545386850833893,736,,,,5,,81436998,514203,,,,,,
2019-07-31,1814.0690224446344,1400.2524893283844,-33.9776598,18.4652457,-33.9771432,18.4657989,0.9303442166018041,24.38214111328125,0.24923716485500336,2915,,,,39,,73002894,2520329,,,,,,
2019-08-01,1749.2708493427785,856.052526652813,,,,,1.6099566220487689,31.933767318725586,0.21093933284282684,1870,,,,29,,78508471,1516191,,,,,,
2019-08-02,1812.5481957896848,2564.315748423338,-33.9774297,18.4595493,-33.9732802,18.4657636,0.7929087487731163,5.409999847412109,0.3170152008533478,4379,,,,46,,76947597,2497458,,,,,,
2019-08-03,1940.7838132826898,2292.5363844931126,,,,,0.4419636672359241,1.4453221559524536,0.021326666697859764,3367,,,,37,,68260066,4486060,,,,,,
2019-08-04,1738.0927973292828,1051.6453146338463,-34.3726877,18.8919209,-34.3710525,18.8937622,8.990184334813403,33.09744644165039,0.26794999837875366,1702,,,,24,,69650409,1338523,,,,,,
2019-08-05,1812.8015833317565,1950.9106925986707,,,,,0.7628960791736812,1.8229738473892212,0.25796255469322205,3235,,,,36,,75779937,2501387,,,,,,
2019-08-06,1656.7591721176127,,,,,,,,,175,,,,,,86318426,81574,,,,,,
2019-08-07,1850.8321300394152,1550.6682288646698,-33.977521,18.4652127,-33.9769122,18.4657963,0.7308902816563533,1.9170794486999512,0.2697921395301819,3069,,,,43,,77969775,3091143,,,,,,
2019-08-08,1815.4033696797871,1290.9469452500343,,,,,1.7077564677080452,31.59615135192871,0.21456103026866913,2266,,,,29,,76149830,2540501,,,,,,
2019-08-09,1757.670729404583,325.49500370025635,,,,,14.724421758950147,36.91400146484375,0.10133002698421478,994,,,,9,,67445011,1646450,,,,,,
2019-08-10,1717.840769707489,497.55906081199646,,,,,0.8546785816825693,25.9736270904541,0.25550517439842224,2589,,,,27,,80450163,1028791,,,,,,
2019-08-11,1747.02602231095,401.6262605190277,-34.5295334,20.0254078,-34.5292288,20.0256548,6.657260244061316,31.594890594482422,0.24787107110023499,1380,,,,17,,70732981,1481379,,,,,,
2019-08-12,1681.3202637653858,161.22780799865723,,,,,0.6987035433178548,0.7679777145385742,0.46720874309539795,963,,,,9,,78676793,462453,,,,,,
2019-08-13,1786.6180358573151,1193.4674716591835,,,,,0.9979363817688488,2.7824745178222656,0.30216723680496216,2665,,,,40,,80016144,2071814,,,,,,
2019-08-14,1753.9614398874007,1089.7265298366547,-33.9088511,18.4221646,-33.9069549,18.4232046,1.229233755073491,33.69548034667969,0.030325872823596,2233,,,,24,,79846296,1588930,,,,,,
2019-08-15,1786.0447947098053,1857.0926324129105,-33.8636118,18.6825475,-33.8585386,18.6858993,0.806622314212466,2.7594962120056152,0.08292844146490097,3128,,,,29,,83884552,2086459,,,,,,
2019-08-16,1749.7862130842686,912.1710078716278,,,,,0.9264322102876114,1.3973431587219238,0.2883663475513458,2337,,,,29,,80588423,1524182,,,,,,
2019-08-17,1730.3552111188342,558.2956977337599,,,,,0.6164845311657465,1.5973899364471436,0.3185999095439911,2652,,,,27,,82631759,1222857,,,,,,
2019-08-18,1827.508075361907,2081.1366091668606,-33.863644,18.6842325,-33.8625059,18.6859689,0.6771799914899622,2.221201181411743,0.0634690672159195,4409,,,,46,,79081599,2717079,,,,,,
2019-08-19,1763.7881200877,699.1175904273987,-33.9776957,18.4652503,-33.9774241,18.4657836,0.6882162968344693,1.3221309185028076,0.19308586418628693,1946,,,,28,,80463878,1741315,,,,,,
2019-08-20,1826.5542797049225,2897.737978219986,-33.8636145,18.6844549,-33.858777,18.6920737,0.926957238923365,4.360000133514404,0.6192319393157959,3270,,,,28,,83537828,1481712,359825,,,,,
2019-08-21,1749.5390779029306,883.562393039465,,,,,2.1074442030375007,31.184846878051758,0.33291634917259216,1710,,,,20,,78806257,1520350,,,,,,
2019-08-22,1890.0411365233326,2910.5543281435966,-33.8636538,18.684181,-33.8587079,18.6918348,0.8623361235589234,2.7200000286102295,0.25742292404174805,4704,,,,46,,72536339,1486202,695300,,,,,
2019-08-23,1718.4828190789037,544.0747048854828,,,,,0.8319770171830845,1.3053438663482666,0.36588478088378906,1837,,,,24,,80495797,1038748,,,,,,
2019-08-24,1835.1266230283707,1309.0706454515457,,,,,1.2098851830091275,28.073932647705078,0.052329566329717636,4242,,,,48,,71896758,2706288,62460,,,,,
2019-08-25,1791.0059744003963,1310.9639067053795,-33.8736035,18.6641572,-33.833145,18.738319,1.0415137568538009,1.3237056732177734,0.24976380169391632,3068,,,,38,,81370721,2163394,,,,,,
2019-08-26,1754.1430025394654,582.4054491519928,,,,,2.390217787795595,29.45392417907715,0.26906877756118774,1656,,,,20,,79428686,1591745,,,,,,
2019-08-27,1926.4528562499322,3177.8312034606934,-33.8625625,18.685731,-33.8587768,18.6920975,0.8567785285318208,3.799999952316284,0.25610649585723877,4488,,,,43,,80374432,1933286,672773,,,,,
2019-08-28,1858.860889803712,1574.3961131572723,-33.9777461,18.4652294,-33.8565708,18.6852175,0.7171811378196579,1.4822839498519897,0.20727039873600006,3485,,,,47,,76535181,3215648,,,,,,
2019-08-29,1863.0929400459338,1988.6792367696762,-33.9804052,18.4632475,-33.9773004,18.4657241,1.8822308783835662,30.728105545043945,0.10874870419502258,3798,,,,42,,77447142,3281275,,,,,,
2019-08-30,1856.82127904372,1754.8009345680475,-33.9776615,18.4651106,-33.9771702,18.4658518,2.74644909343381,35.60177993774414,0.02059314027428627,4006,,,,48,,72637037,3179242,,,,,,
2019-08-31,1773.868352997762,891.7078291773796,,,,,7.55260619773638,33.71848678588867,0.01784178428351879,2793,,,,33,,72462224,1892702,,,,,,
2019-09-01,1651.4989003380467,,,,,,,,,182,,,,,,77290794,,,,,,,
2019-09-02,1833.889863955698,1635.02237534523,,,,,0.8609820064491684,2.7012548446655273,0.28058382868766785,2723,,,,38,,72652052,2786760,,,,,,
2019-09-03,1670.8104102793504,91.94517707824707,,,,,0.5096578103210327,0.752325177192688,0.3101464807987213,301,,,,3,,83534632,299472,,,,,,
2019-09-04,1754.5001181740843,911.2642116546631,,,,,2.627946607456727,31.574901580810547,0.25560861825942993,2072,76.99996185302734,76.99996185302734,76.99996185302734,31,,78966542,1597281,,,,,,
2019-09-05,1793.9398015235658,1355.2396914958954,-33.9774639,18.4649472,-33.9773568,18.4656921,0.5693529820793766,1.6057835817337036,0.15384522080421448,2952,76.9999616021026,77.0,76.99993133544922,41,,74503233,2537767,,,,,,
2019-09-06,1865.1888158666293,1974.4594101458788,-33.9785014,18.4651149,-33.9772602,18.4658539,4.365499161534173,32.95893859863281,0.24608716368675232,4874,,,,66,,73391739,3108849,289118,,,,,
2019-09-07,1764.3662008726242,977.2333800792694,,,,,0.7450079602362794,1.4267860651016235,0.22896814346313477,3263,,,,37,,78029311,2160715,,,,,,
2019-09-08,1686.5412992005809,278.8787386417389,,,,,5.441755121577206,35.90105438232422,0.18530729413032532,760,,,,7,,71538140,913875,,,,,,
2019-09-09,1731.0800710344442,711.1784739494324,,,,,0.8029142607174254,1.3804503679275513,0.16873742640018463,1874,,,,26,,79148138,1627435,,,,,,
2019-09-10,1816.21294809195,2141.061532020569,-33.9805412,18.4632028,-33.9772929,18.465787,1.7553590834853756,32.575748443603516,0.02536875568330288,3891,,,,46,,75283935,2991356,,,,,,
2019-09-11,1859.346663176905,2716.9164073467255,-33.9804002,18.4637704,-33.9773859,18.4657834,2.408572499470004,33.43229675292969,0.10767095535993576,4857,,,,57,,71545619,3682405,,,,,,
2019-09-12,1875.642109480482,3091.1795271337032,-33.98076201274794,18.46293351288819,-33.9773558,18.4657956,2.285320965939674,32.12939453125,0.0373951680958271,5537,,,,64,,75423152,3943475,,,,,,
2019-09-13,1771.7199568371625,1112.2932360172272,,,,,1.9976098104977498,33.57827377319336,0.251742422580719,2155,,,,26,,71351604,2278532,,,,,,
2019-09-14,1968.2145207224023,2510.0799033492804,-33.9183028,18.5465175,-33.9164689,18.5481284,0.6239228900844166,1.3784421682357788,0.03405321016907692,6064,,,,74,,71332529,5285427,62242,,,,,
2019-09-15,1734.1497956347855,614.1555594205856,-33.853524,18.7259583,-33.8331612,18.7382549,0.4427496569433191,1.1082172393798828,0.272255003452301,1916,,,,22,,75378790,1467593,92166,,,,,
2019-09-16,1805.0288270545911,2292.202975988388,-33.9813761,18.4604844,-33.9773518,18.4657911,0.800050968602692,1.6067253351211548,0.23300449550151825,3873,,,,43,,76077475,2812175,,,,,,
2019-09-17,1747.4615457595082,960.3554795086384,-33.8591108,18.6825569,-33.8505527,18.6936033,0.5818586861381425,2.044640064239502,0.11871331930160522,1814,,,,27,,82583191,1669776,63464,,,,,
2019-09-18,1861.4709748049404,2016.9559584856033,-33.9810391,18.4618844,-33.977364,18.46578,1.3166889196194531,32.03202438354492,0.05559444800019264,4571,,,,60,,72460511,3225916,216290,,,,,
2019-09-19,1751.5127283000015,1523.9712007008493,,,,,2.00172079285664,32.947357177734375,0.3632742166519165,4042,,,,49,,73991269,1941266,,,,,,
2019-09-20,1808.497855426121,1610.0442061424255,,,,,1.143500231423533,16.677289962768555,0.2924576699733734,2991,,,,29,,54701501,2421578,196735,,,,,
2019-09-21,1813.0717300665242,1237.919903755188,,,,,0.8432406731252572,5.095208168029785,0.24835367500782013,5405,,,,58,,57447286,2731384,92441,,,,,
2019-09-22,1791.3278358251223,1002.6842105388641,,,,,0.646995718405147,1.3066877126693726,0.2610892057418823,3934,,,,46,,78644466,2592670,,,,,,
2019-09-23,1785.482991891697,1102.9785505533218,,,,,0.6660577308854787,1.4517956972122192,0.30270710587501526,3871,,,,43,,72606348,2499029,,,,,,
2019-09-24,1745.0197659263474,411.2451174259186,,,,,0.597323579675997,0.8180434703826904,0.2590004801750183,1041,,,,11,,76869813,1850765,,,,,,
2019-09-25,1753.77411011961,1106.0700232982635,,,,,1.6759067736435256,19.10917091369629,0.27175790071487427,2463,,,,28,,76690145,1991019,,,,,,
2019-09-26,1919.4637045048312,2131.958000041102,-33.9774217,18.4654418,-33.8584429,18.6857588,0.6156204692532092,3.2165842056274414,2.785515389405191E-4,2967,77.80000305175781,77.80000305175781,77.80000305175781,41,,67046130,4542800,,,,6120000,4200000,
2019-09-27,1898.5660520502322,1657.9585123260272,-33.8636607,18.6840868,-33.8634859,18.6842675,0.643771191860091,2.714672327041626,0.0010654489742591977,3023,,,,34,,55252103,4132776,,,,15780000,5400000,
2019-09-28,1768.0799883495338,1080.1201430225733,-33.8636121,18.6842294,-33.8477562,18.6946229,0.35873735378169663,1.4018559455871582,0.0014285714132711291,1280,,,,8,,28422395,2067132,,,,41940000,9960000,1320000
2019-09-29,1849.4367784980009,1073.8012989056376,-33.8636343,18.6841159,-33.8634886,18.6843178,1.0227289124199963,35.356689453125,0.00652362359687686,996,,,,,,34067813,1043910,1020000,,,32880000,9420000,2760000
2019-09-30,2030.4686262545486,4940.804820390519,-33.9811862,18.4630484,-33.8598475,18.6863745,0.2781199687374219,1.605555772781372,2.4154588754754514E-4,6122,,,,67,,44621664,5934661,240000,,3300000,24060000,3120000,1020000
2019-10-01,2063.7697966745227,3865.9066142306215,-33.8636448,18.6833078,-33.8586788,18.6919934,0.293797495241146,4.5619940757751465,0.0010437051532790065,3547,,,,31,,45492220,222467,2880000,,20280000,12360000,3000000,
2019-10-02,2024.9972745563996,3612.0101843799757,-33.9775905,18.465215,-33.8634023,18.6842955,0.4450747052577971,1.424558162689209,0.0,4534,,,,49,,47406113,6134230,,,,22440000,9060000,
2019-10-03,2495.585335840072,6385.147758373043,-33.9783501,18.4650024,-33.8576537,18.6920811,0.3743134611925668,4.558627605438232,0.0028708134777843952,7281,,,,52,,35706449,7629487,2521130,,,27300000,9840000,1980000
2019-10-04,1922.263939945151,3515.8841798221856,-33.9778563,18.4648832,-33.8598087,18.6915275,0.4960429807284516,3.9037325382232666,0.002923976629972458,3447,,,,48,,60124926,3284381,540000,,,14880000,4560000,
2019-10-05,1973.6521973397587,3561.3143999072854,-33.8998715,18.4746259,-33.8182134,18.6842626,1.1276533447537425,17.29155731201172,0.16469155251979828,6745,,,,79,,55487438,5321417,,,,11340000,2700000,
2019-10-06,2015.4823131588373,1617.3718237482988,-33.8636852,18.6714481,-33.8564532,18.6868375,0.19465449428289483,18.032657623291016,0.0019824805203825235,1907,,,,8,,40316474,5983605,,,,29880000,9240000,
2019-10-07,3373.577214729063,17741.440495990573,-33.9778115,18.4652448,-33.8391773,18.6966648,0.3933309049886626,12.162239074707031,0.0,5772,,,,33,,53432834,6936747,4200000,,,13800000,4080000,840000
2019-10-08,1812.0958829010526,1501.644796467235,-33.9777209,18.465159,-33.8636031,18.684271,0.7058733705075181,1.4695565700531006,0.25294002890586853,2955,,,,43,,64049863,2763920,,,,9780000,5160000,
2019-10-09,1787.246633398719,1380.0399538512922,-33.8636775,18.6842333,-33.8505905,18.6980846,1.7191161758219082,32.49906539916992,8.903134148567915E-4,3570,,,,35,,39620746,2370547,,,,20340000,7680000,
2019-10-10,2295.7590077500968,5824.851040451732,-33.9782668,18.4618005,-33.8566212,18.6842768,0.27186399983132026,3.7622203826904297,0.0,6560,,,,39,,49084396,7977875,1078030,,,19140000,7260000,
2019-10-11,2266.25595941132,5971.498924643788,-33.9780412,18.4592038,-33.857065,18.860762,1.0081254621110272,32.334896087646484,5.518763791769743E-4,5289,,,,69,,45288077,5618789,1740000,,,20580000,5640000,
2019-10-12,2235.530784882924,8098.577409252524,-33.9401889,18.579037,-33.8634725,18.8851883,0.3535632720560831,1.9740864038467407,0.0,8031,,,,76,,46735966,10242196,,,,14820000,5640000,
2019-10-13,1651.6537870340048,49.2100944519043,-33.8636362,18.6842437,-33.863526,18.6842801,0.6094672381877899,0.6689891815185547,0.5499452948570251,484,,,,4,,67168479,224062,,,,15660000,3300000,
2019-10-14,2050.457814809951,3929.610947354359,-33.9776422,18.4620091,-33.8583003,18.685547,0.3104199033185094,11.897514343261719,0.0,3448,,,,26,,47192495,3815293,1200000,,,22560000,8580000,
2019-10-15,2326.5472743455753,4376.533562795597,-33.9778368,18.4591198,-33.8564267,18.685742,0.21135024662594112,4.515359878540039,3.1545740785077214E-4,5087,,,,36,,49572266,7645108,1440000,,,17640000,3180000,2460000
2019-10-16,2335.128529140931,4795.053812980652,-33.9782561,18.46492,-33.8560832,18.6931254,0.20121705587785949,2.966184377670288,0.0,6389,,,,51,,34933266,8223829,1200000,,,25980000,14220000,
2019-10-17,1731.78250960509,100.09309005737305,-33.8636012,18.6842146,-33.8635388,18.684275,0.26294436827859935,0.5690586566925049,0.0,850,,,,2,,50533416,1492529,,,,25380000,7740000,
2019-10-18,2273.32964625662,5823.2309824542,-33.9811986,18.4634823,-33.8546287,18.6913652,0.780746937345478,32.08195877075195,0.0,7316,,,,74,,44325126,10428100,,,,18360000,9120000,
2019-10-19,3358.0937573512397,14851.484722702127,-34.2250238,18.4566438,29.9195448,52.661182,3.257716113156544,35.88372802734375,0.0,18389,,,,200,,24269788,8409094,8640000,,,25740000,9240000,540000
2019-10-20,2403.7409911890823,5567.685950471296,-33.8754505,18.6727733,-33.8171738,18.6958153,0.3106458114577115,18.707826614379883,0.0,5430,,,,55,,44366434,6786535,2460000,,,22440000,6960000,660000
2019-10-21,2167.6578647355236,4753.588819609748,-33.9776271,18.463726,-33.8564355,18.6856686,0.18434112581083326,4.431033611297607,0.002208835445344448,4492,,,,39,,44107030,8392601,,,,19440000,10440000,240000
2019-10-22,2667.458870144053,10150.934034109116,-33.977879,18.4618019,-33.8623498,18.6855341,0.3930430519457286,10.114043235778809,0.0,5744,,,,81,,44429813,8243804,1500000,,,22140000,8880000,
2019-10-23,1963.1181719140573,2047.4202101826668,-33.9600778,18.4782981,-33.8628235,18.6842903,0.5215526040847828,1.5831365585327148,0.0,3728,,,,27,,36784941,2571631,1140000,,,28140000,8400000,1080000
2019-10-24,1545.273993710677,1716.0,-33.8943731,18.682097,-33.8566826,18.6900898,0.29117450183212246,19.021291732788086,0.0,2613,,,,,,50270822,7246988,1380000,,,16980000,4320000,
2019-10-25,1868.690532212866,1702.6233139634132,-33.9777925,18.4653805,-33.9755106,18.4671089,1.1970154800388182,31.063873291015625,0.17874328792095184,4400,,,,59,,73059372,3659835,,,,,,
2019-10-26,1738.0874833638186,537.8511312007904,,,,,2.149513430337731,23.21380615234375,0.2976606488227844,2955,,,,32,,70680448,1592339,,,,,,
2019-10-27,1645.8147624143621,42.8802323858422,-33.8635733,18.6842263,-33.8635241,18.6842532,0.7028092741966248,0.7028092741966248,0.7028092741966248,680,,,,3,,70873731,131627,,,,6060000,6120000,
2019-10-28,1770.1673730451328,3675.6670215683134,-33.9804798,18.4634481,-33.863501,18.6842749,0.6974711526459446,32.524288177490234,0.0023092369083315134,5036,,,,42,,43872688,4542557,153265,,,24060000,6360000,960000
2019-10-29,1672.5466228153844,4219.6725669824245,-33.9777783,18.4645123,-33.8582836,18.6865363,0.29916841349964357,1.461111068725586,0.0,6046,,,,77,,42905560,5145583,3720000,,,23160000,9960000,
2019-10-30,1590.2978335949506,3135.2889739933353,-33.9779765,18.4645438,-33.8565703,18.6888599,0.1710892020905824,0.8166666626930237,0.0,4637,,,,56,,45856769,8023749,1260593,,,25020000,4800000,
2019-10-31,1687.1143596315187,3712.7355522633634,-33.9781775,18.4637228,-33.8618084,18.6880792,0.20014936126448193,0.8583332896232605,0.0,5518,,,,33,,55130918,7223412,600000,,,12540000,7080000,
2019-11-01,1816.291120967777,2640.8627102412283,-33.9775453,18.4652551,-33.9773686,18.4657283,0.5572434089876714,1.5598139762878418,0.2590004801750183,4587,,,,56,,73402805,2830331,,,,,,
2019-11-02,1704.0184965663782,953.1919928789139,,,,,1.065538877627036,34.75410461425781,0.2458554208278656,1667,,,,15,,79523703,1053014,,,,,,
2019-11-03,1754.3531447711985,1422.9347314834595,-33.8510946,18.6422836,-33.8499928,18.6441944,0.8074473485878221,16.23758888244629,0.25320711731910706,2565,,,,39,,75343977,1849831,,,,,,
2019-11-04,1882.291116936885,3523.5475072424283,-33.9822616,18.4632905,-33.8635396,18.6842803,0.7831744434026499,1.7138832807540894,0.2483992576599121,5672,,,,62,,65943253,3875137,,,,6960000,4200000,
2019-11-05,1636.3705194134113,4423.105490370524,-33.9930091,18.4625612,-33.8417471,18.6869338,0.7027262606365738,22.98306655883789,0.0,6603,,,,30,,46806876,12518516,,,,15480000,5100000,
2019-11-06,1811.5050749416966,1723.915284395218,-33.9776822,18.4651626,-33.9773876,18.4658445,1.293162208723016,37.45950698852539,0.24824191629886627,3026,,,,40,,74546303,2754568,,,,,,
2019-11-07,1894.5058379579787,3559.8884778041393,-33.9794719,18.4638985,-33.8515645,18.6974647,0.7876699339190435,1.6331195831298828,0.23928017914295197,5784,,,,66,,74685112,4065223,,,,,,
2019-11-08,1800.890327558542,2637.303352832794,,,,,0.8980986615986997,21.630064010620117,0.25333836674690247,4535,,,,45,,67339230,2586532,,,,,,
2019-11-09,1677.8164937086783,158.6378002166748,,,,,0.3688391589674559,0.6718157529830933,0.2697921693325043,365,,,,2,,83023690,638227,,,,,,
2019-11-10,1710.1914881435234,887.7761499881744,,,,,0.4933233340892297,2.0634853839874268,0.30995750427246094,1379,,,,18,,74694444,1132468,,,,,,
2019-11-11,1839.262576142452,3037.854047819972,-33.863628,18.684206,-33.8624634,18.6858629,0.7834244251407463,1.6548206806182861,0.03249874711036682,5180,,,,60,,74021441,3193980,,,480000,600000,1140000,
2019-11-12,2020.615078453436,2946.893703830093,-33.9779014,18.4607891,-33.8608713,18.6914232,0.47408181262129423,1.6397831439971924,0.004619225859642029,4545,,,,77,,34589161,6678497,1260000,,27000000,11760000,3660000,780000
2019-11-13,1724.6231860319149,25.68289290681502,-33.8636257,18.6841924,-33.8635258,18.6842823,3.2452476443722844E-4,3.2452476443722844E-4,3.2452476443722844E-4,1985,,,,25,,57775450,1379194,,,1020000,17520000,3720000,
2019-11-14,1705.8514200555876,580.6801433414221,-33.8818635,18.6824016,-33.8767311,18.6867787,0.4094461759067638,1.4153492450714111,0.24856841564178467,1119,,,,15,,82681673,1082030,,,,,,
2019-11-15,1785.2446223465715,2189.4584863185883,,,,,0.5549367930912171,1.3811556100845337,0.25963661074638367,3685,,,,53,,78812270,2338856,,,,,,
2019-11-16,1732.6573447209628,1449.397580832243,,,,,0.606635649034228,5.106886386871338,0.2590004801750183,2658,,,,30,,61291294,1506378,,,,,,
