Start time,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Move Minutes count,Inactive duration (ms),Walking duration (ms),Running duration (ms),Light sleeping duration (ms),Deep sleeping duration (ms),Awake mid-sleeping duration (ms)
00:00:00.000Z,00:15:00.000Z,17.05729042611471,2.0783132530120483,,,,,,,,,,,,,,,,900000,,
00:15:00.000Z,00:30:00.000Z,17.05729042611471,2.0783132530120483,,,,,,,,,,,,,,,,900000,,
00:30:00.000Z,00:45:00.000Z,17.057290935393937,2.0783132530120483,,,,,,,,,,,,,,,,660000,240000,
00:45:00.000Z,01:00:00.000Z,17.0572923359118,2.0783132530120483,,,,,,,,,,,,,,,,,900000,
01:00:00.000Z,01:15:00.000Z,17.05729128519694,2.0783132530120483,-33.8635958,18.6842048,-33.8635958,18.6842048,,,,,,,,,,,,660000,240000,
01:15:00.000Z,01:30:00.000Z,17.057291049049013,2.0783132530120483,-33.8635564,18.6842392,-33.8635564,18.6842392,,,,,,,,,,,,240000,660000,
01:30:00.000Z,01:45:00.000Z,17.057291099003383,2.0783132530120483,,,,,,,,,,,,,,,,900000,,
01:45:00.000Z,02:00:00.000Z,17.057291405541555,2.0783132530120483,,,,,,,,,,,,,,,,540000,,360000
02:00:00.000Z,02:15:00.000Z,17.057291269302368,2.0783132530120483,,,,,0.0023092369083315134,0.0023092369083315134,0.0023092369083315134,,,,,,,,,300000,,600000
02:15:00.000Z,02:30:00.000Z,17.057290077209473,2.0783132530120483,,,,,,,,,,,,,,,,900000,,
02:30:00.000Z,02:45:00.000Z,17.057290077209473,2.0783132530120483,,,,,,,,,,,,,,,,900000,,
02:45:00.000Z,03:00:00.000Z,17.057290204366048,2.0783132530120483,,,,,,,,,,,,,,,,780000,120000,
03:00:00.000Z,03:15:00.000Z,17.05729103088379,2.0783132530120483,,,,,,,,,,,,,,,,,900000,
03:15:00.000Z,03:30:00.000Z,17.05729103088379,2.0783132530120483,,,,,,,,,,,,,,,,120000,780000,
03:30:00.000Z,03:45:00.000Z,17.05729103088379,2.0783132530120483,,,,,,,,,,,,,,,,900000,,
03:45:00.000Z,04:00:00.000Z,17.05729103088379,2.0783132530120483,,,,,,,,,,,,,,,,900000,,
04:00:00.000Z,04:15:00.000Z,17.05729103088379,2.0783132530120483,,,,,,,,,,,,,,,,900000,,
04:15:00.000Z,04:30:00.000Z,17.05729103088379,2.0783132530120483,,,,,,,,,,,,,,,,900000,,
04:30:00.000Z,04:45:00.000Z,17.05729103088379,2.0783132530120483,,,,,,,,,,,,,,,,900000,,
04:45:00.000Z,05:00:00.000Z,17.05729103088379,2.0783132530120483,,,,,,,,,,,,,,,,900000,,
05:00:00.000Z,05:15:00.000Z,17.05729103088379,2.0783132530120483,,,,,,,,,,,,,,,,900000,,
05:15:00.000Z,05:30:00.000Z,17.05729084923154,2.0783132530120483,-33.863599,18.6842495,-33.8635498,18.6842749,,,,,,,,,,,,900000,,
05:30:00.000Z,05:45:00.000Z,17.057289668491908,2.0783132530120483,,,,,,,,,,,,,,,,900000,,
05:45:00.000Z,06:00:00.000Z,17.057289668491908,2.0783132530120483,,,,,,,,,,,,,,,,900000,,
06:00:00.000Z,06:15:00.000Z,17.05729066864783,2.0783132530120483,,,,,,,,2,,,,,720000,,,180000,,
06:15:00.000Z,06:30:00.000Z,19.266415443151402,153.98817913162083,-33.863619,18.6841914,-33.863619,18.6841914,0.5999999642372131,0.5999999642372131,0.5999999642372131,237,,,,4,387440,283656,,,,
06:30:00.000Z,06:45:00.000Z,17.057290594160445,28.30188679245283,,,,,,,,43,,,,,,,,,,
06:45:00.000Z,07:00:00.000Z,17.057290594160445,28.30188679245283,,,,,0.03144654259085655,0.03144654259085655,0.03144654259085655,43,,,,,,,,,,
07:00:00.000Z,07:15:00.000Z,17.057290594160445,28.30188679245283,,,,,,,,43,,,,,,,,,,
07:15:00.000Z,07:30:00.000Z,52.12262512262488,806.0475111314346,-33.9804798,18.4634481,-33.9774619,18.4655298,1.1608139302545881,1.5895832777023315,0.23999308049678802,1003,,,,8,99357,720029,,,,
07:30:00.000Z,07:45:00.000Z,17.057290443228567,58.309859154929576,,,,,,,,84,,,,,900000,,,,,
07:45:00.000Z,08:00:00.000Z,34.36022495591534,58.309859154929576,,,,,,,,84,,,,,451054,273912,,,,
08:00:00.000Z,08:15:00.000Z,17.05729214976098,58.309859154929576,,,,,0.06478872895240784,0.06478872895240784,0.06478872895240784,85,,,,,849168,,,,,
08:15:00.000Z,08:30:00.000Z,17.057292143429127,58.309859154929576,,,,,,,,85,,,,,900000,,,,,
08:30:00.000Z,08:45:00.000Z,15.783292801501773,185.57415078707538,-33.9774781,18.4653567,-33.9773387,18.4657593,,,,263,,,,5,600000,300000,,,,
08:45:00.000Z,09:00:00.000Z,16.742365885459105,364.85438765670204,-33.9778104,18.4652283,-33.9774675,18.4655757,0.501960813999176,0.501960813999176,0.501960813999176,514,,,,12,160838,720000,19162,,,
09:00:00.000Z,09:15:00.000Z,28.029674976583088,25.81967213114754,,,,,,,,40,,,,,726303,173697,,,,
09:15:00.000Z,09:30:00.000Z,17.057291255095148,25.81967213114754,,,,,0.028688523918390274,0.028688523918390274,0.028688523918390274,40,,,,,900000,,,,,
09:30:00.000Z,09:45:00.000Z,17.057291255095148,25.81967213114754,,,,,,,,40,,,,,900000,,,,,
09:45:00.000Z,10:00:00.000Z,17.057291255095148,24.098360655737704,,,,,,,,37,,,,,900000,,,,,
10:00:00.000Z,10:15:00.000Z,19.97251084909771,206.69359331476323,-33.9773979,18.4653792,-33.9773979,18.4653792,0.8208332657814026,0.8208332657814026,0.8208332657814026,300,,,,4,575419,263173,,,,
10:15:00.000Z,10:30:00.000Z,17.057290831402938,14.540389972144848,,,,,,,,22,,,,,900000,,,,,
10:30:00.000Z,10:45:00.000Z,17.057290831402938,14.540389972144848,,,,,,,,22,,,,,900000,,,,,
10:45:00.000Z,11:00:00.000Z,21.936326148674613,14.540389972144848,,,,,,,,22,,,,,822763,77237,,,,
