Start time,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Move Minutes count,Inactive duration (ms),Walking duration (ms),Light sleeping duration (ms),Deep sleeping duration (ms)
00:00:00.000Z,00:15:00.000Z,17.2031192779541,2.5803402646502835,,,,,,,,,,,,,,,900000,
00:15:00.000Z,00:30:00.000Z,17.2031192779541,2.5803402646502835,,,,,,,,,,,,,,,900000,
00:30:00.000Z,00:45:00.000Z,17.2031192779541,2.5803402646502835,,,,,,,,,,,,,,,900000,
00:45:00.000Z,01:00:00.000Z,17.2031192779541,2.5803402646502835,,,,,,,,,,,,,,,900000,
01:00:00.000Z,01:15:00.000Z,17.2031192779541,2.5803402646502835,,,,,,,,,,,,,,,900000,
01:15:00.000Z,01:30:00.000Z,17.203119049072267,2.5803402646502835,,,,,,,,,,,,,,,900000,
01:30:00.000Z,01:45:00.000Z,17.203118133544923,2.5803402646502835,,,,,,,,,,,,,,,900000,
01:45:00.000Z,02:00:00.000Z,17.20311772664388,2.5803402646502835,,,,,,,,,,,,,,,420000,480000
02:00:00.000Z,02:15:00.000Z,17.20311770968967,2.5803402646502835,,,,,,,,,,,,,,,480000,420000
02:15:00.000Z,02:30:00.000Z,17.203118006388348,2.5803402646502835,,,,,0.00286704464815557,0.00286704464815557,0.00286704464815557,,,,,,,,900000,
02:30:00.000Z,02:45:00.000Z,17.203118006388348,2.5803402646502835,,,,,,,,,,,,,,,900000,
02:45:00.000Z,03:00:00.000Z,17.203118006388348,2.5803402646502835,,,,,,,,,,,,,,,900000,
03:00:00.000Z,03:15:00.000Z,17.20311715867784,2.5803402646502835,,,,,,,,,,,,,,,60000,840000
03:15:00.000Z,03:30:00.000Z,17.203117497762044,2.5803402646502835,,,,,,,,,,,,,,,480000,420000
03:30:00.000Z,03:45:00.000Z,17.20311837877546,2.5803402646502835,,,,,,,,,,,,,,,120000,780000
03:45:00.000Z,04:00:00.000Z,17.203118460518972,2.5803402646502835,,,,,,,,,,,,,,,840000,60000
04:00:00.000Z,04:15:00.000Z,17.203118460518972,2.5803402646502835,,,,,,,,,,,,,,,900000,
04:15:00.000Z,04:30:00.000Z,17.203118092673165,2.5803402646502835,,,,,,,,,,,,,,,360000,540000
04:30:00.000Z,04:45:00.000Z,17.203117539332464,2.5803402646502835,,,,,,,,,,,,,,,840000,60000
04:45:00.000Z,05:00:00.000Z,17.203117517324593,2.5803402646502835,,,,,,,,,,,,,,,900000,
05:00:00.000Z,05:15:00.000Z,17.203117517324593,2.5803402646502835,,,,,,,,,,,,,,,900000,
05:15:00.000Z,05:30:00.000Z,17.20311748948856,2.5803402646502835,,,,,,,,2,,,,,420000,,480000,
05:30:00.000Z,05:45:00.000Z,17.203117457675944,2.5803402646502835,,,,,,,,4,,,,,900000,,,
05:45:00.000Z,06:00:00.000Z,17.203117457675944,2.5803402646502835,,,,,,,,4,,,,,900000,,,
06:00:00.000Z,06:15:00.000Z,31.64912668555656,2.5803402646502835,,,,,,,,4,,,,,314722,224020,,
06:15:00.000Z,06:30:00.000Z,17.203118273622703,2.5803402646502835,,,,,,,,4,,,,,,,,
06:30:00.000Z,06:45:00.000Z,17.203118273622703,2.5803402646502835,,,,,,,,4,,,,,,,,
06:45:00.000Z,07:00:00.000Z,39.71736280376123,222.21201546681667,-33.9773855,18.4655152,-33.9765692,18.4656136,0.4447760003707172,0.7862502336502075,0.3199999928474426,288,,,,4,204919,349138,,
07:00:00.000Z,07:15:00.000Z,57.36917627124543,252.1193557815118,-33.9774808,18.46532,-33.977446,18.465751,0.37296298146247864,0.42592594027519226,0.320000022649765,390,,,,9,277129,622871,,
07:15:00.000Z,07:30:00.000Z,17.20311737060547,14.596774086818511,,,,,,,,21,,,,,900000,,,
07:30:00.000Z,07:45:00.000Z,17.20311737060547,14.596774086818511,,,,,,,,21,,,,,900000,,,
