Start time,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Move Minutes count
00:00:00.000Z,00:15:00.000Z,16.192715962727863,,,,,,,,,,,,,
00:15:00.000Z,00:30:00.000Z,16.192715962727863,,,,,,,,,,,,,
00:30:00.000Z,00:45:00.000Z,16.192715962727863,,,,,,,,,,,,,
00:45:00.000Z,01:00:00.000Z,16.192715962727863,,,,,,,,,,,,,
01:00:00.000Z,01:15:00.000Z,16.192715962727863,,,,,,,,,,,,,
01:15:00.000Z,01:30:00.000Z,16.192715962727863,,,,,,,,,,,,,
01:30:00.000Z,01:45:00.000Z,16.192715962727863,,,,,,,,,,,,,
01:45:00.000Z,02:00:00.000Z,16.192715962727863,,,,,,,,,,,,,
02:00:00.000Z,02:15:00.000Z,16.192715962727863,,,,,,,,,,,,,
02:15:00.000Z,02:30:00.000Z,16.192715962727863,,,,,,,,,,,,,
02:30:00.000Z,02:45:00.000Z,16.192715962727863,,,,,,,,,,,,,
02:45:00.000Z,03:00:00.000Z,16.192715962727863,,,,,,,,,,,,,
03:00:00.000Z,03:15:00.000Z,16.192715962727863,,,,,,,,,,,,,
03:15:00.000Z,03:30:00.000Z,16.192715962727863,,,,,,,,,,,,,
03:30:00.000Z,03:45:00.000Z,16.192715962727863,,,,,,,,,,,,,
03:45:00.000Z,04:00:00.000Z,16.192715962727863,,,,,,,,,,,,,
04:00:00.000Z,04:15:00.000Z,16.192715962727863,,,,,,,,,,,,,
04:15:00.000Z,04:30:00.000Z,16.192715962727863,,,,,,,,,,,,,
04:30:00.000Z,04:45:00.000Z,16.192715962727863,,,,,,,,,,,,,
04:45:00.000Z,05:00:00.000Z,16.192715962727863,,,,,,,,,,,,,
05:00:00.000Z,05:15:00.000Z,16.192715962727863,,,,,,,,,,,,,
05:15:00.000Z,05:30:00.000Z,16.192715962727863,,,,,,,,,,,,,
05:30:00.000Z,05:45:00.000Z,16.192715962727863,,,,,,,,,,,,,
05:45:00.000Z,06:00:00.000Z,16.192715962727863,,,,,,,,,,,,,
06:00:00.000Z,06:15:00.000Z,16.192715962727863,,,,,,,,,,,,,
06:15:00.000Z,06:30:00.000Z,16.192715962727863,,,,,,,,,,,,,
06:30:00.000Z,06:45:00.000Z,16.192715962727863,,,,,,,,,,,,,
06:45:00.000Z,07:00:00.000Z,16.192715962727863,,,,,,,,,,,,,
07:00:00.000Z,07:15:00.000Z,16.192715962727863,,,,,,,,,,,,,
07:15:00.000Z,07:30:00.000Z,16.192715962727863,,,,,,,,,,,,,
07:30:00.000Z,07:45:00.000Z,16.192715962727863,,,,,,,,,,,,,
07:45:00.000Z,08:00:00.000Z,16.192715962727863,,,,,,,,,,,,,
08:00:00.000Z,08:15:00.000Z,16.192715962727863,,,,,,,,,,,,,
08:15:00.000Z,08:30:00.000Z,16.192715962727863,,,,,,,,,,,,,
08:30:00.000Z,08:45:00.000Z,16.192715962727863,,,,,,,,,,,,,
08:45:00.000Z,09:00:00.000Z,16.192715962727863,,,,,,,,,,,,,
09:00:00.000Z,09:15:00.000Z,16.192715962727863,,,,,,,,,,,,,
09:15:00.000Z,09:30:00.000Z,16.192715962727863,,,,,,,,,,,,,
09:30:00.000Z,09:45:00.000Z,16.192715962727863,,,,,,,,,,,,,
09:45:00.000Z,10:00:00.000Z,16.192715962727863,,,,,,,,,,,,,
10:00:00.000Z,10:15:00.000Z,16.192715962727863,,,,,,,,,,,,,
10:15:00.000Z,10:30:00.000Z,16.192715962727863,,,,,,,,,,,,,
10:30:00.000Z,10:45:00.000Z,16.192715962727863,,,,,,,,,,,,,
10:45:00.000Z,11:00:00.000Z,16.192715962727863,,,,,,,,,,,,,
11:00:00.000Z,11:15:00.000Z,16.192715962727863,,,,,,,,,,,,,
11:15:00.000Z,11:30:00.000Z,16.192715962727863,,,,,,,,,,,,,
11:30:00.000Z,11:45:00.000Z,16.192715962727863,,,,,,,,,,,,,
11:45:00.000Z,12:00:00.000Z,16.192715962727863,,,,,,,,,,,,,
12:00:00.000Z,12:15:00.000Z,16.192715962727863,,,,,,,,,,,,,
12:15:00.000Z,12:30:00.000Z,16.192715962727863,,,,,,,,,,,,,
12:30:00.000Z,12:45:00.000Z,16.192715962727863,,,,,,,,,,,,,
12:45:00.000Z,13:00:00.000Z,16.192715962727863,,,,,,,,,,,,,
13:00:00.000Z,13:15:00.000Z,16.192715962727863,,,,,,,,,,,,,
13:15:00.000Z,13:30:00.000Z,16.192715962727863,,,,,,,,,,,,,
13:30:00.000Z,13:45:00.000Z,16.192715962727863,,,,,,,,,,,,,
13:45:00.000Z,14:00:00.000Z,16.192715962727863,,,,,,,,,,,,,
14:00:00.000Z,14:15:00.000Z,16.192715962727863,,,,,,,,,,,,,
14:15:00.000Z,14:30:00.000Z,16.192715962727863,,,,,,,,,,,,,
14:30:00.000Z,14:45:00.000Z,16.192715962727863,,,,,,,,,,,,,
14:45:00.000Z,15:00:00.000Z,16.192715962727863,,,,,,,,,,,,,
15:00:00.000Z,15:15:00.000Z,16.192715962727863,,,,,,,,,,,,,
15:15:00.000Z,15:30:00.000Z,16.192715962727863,,,,,,,,,,,,,
15:30:00.000Z,15:45:00.000Z,16.192715962727863,,,,,,,,,,,,,
