Start time,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Move Minutes count,Inactive duration (ms),Walking duration (ms),Sleep duration (ms),Light sleeping duration (ms),Deep sleeping duration (ms)
10:00:00.000Z,10:15:00.000Z,22.92485335480885,95.18268013000488,,,,,0.6080342011457218,0.8156268000602722,0.3408655524253845,149,,,,2,807114,92886,,,
10:15:00.000Z,10:30:00.000Z,17.05729051547013,,,,,,,,,,,,,,900000,,,,
10:30:00.000Z,10:45:00.000Z,17.05729051547013,,,,,,,,,2,,,,,900000,,,,
10:45:00.000Z,11:00:00.000Z,17.05729051547013,,,,,,,,,,,,,,900000,,,,
11:00:00.000Z,11:15:00.000Z,28.467439591491416,229.8290388584137,,,,,0.7779435432774519,1.182096242904663,0.4515490233898163,354,,,,5,719373,180627,,,
11:15:00.000Z,11:30:00.000Z,17.057290597181073,30.769136428833008,,,,,0.9420181512832642,0.9420181512832642,0.9420181512832642,69,,,,1,900000,,,,
11:30:00.000Z,11:45:00.000Z,23.619926431018452,36.751779198646545,,,,,0.494191199541092,0.6027508974075317,0.3856315016746521,68,,,,1,796111,103889,,,
11:45:00.000Z,12:00:00.000Z,17.05729103088379,,,,,,,,,,,,,,900000,,,,
12:00:00.000Z,12:15:00.000Z,17.05729103088379,,,,,,,,,1,,,,,900000,,,,
12:15:00.000Z,12:30:00.000Z,17.05729103088379,,,,,,,,,,,,,,900000,,,,
12:30:00.000Z,12:45:00.000Z,17.05729103088379,,,,,,,,,,,,,,900000,,,,
12:45:00.000Z,13:00:00.000Z,17.05729103088379,,,,,,,,,2,,,,,900000,,,,
13:00:00.000Z,13:15:00.000Z,17.05729103088379,,,,,,,,,,,,,,900000,,,,
13:15:00.000Z,13:30:00.000Z,17.05729103088379,,,,,,,,,,,,,,900000,,,,
13:30:00.000Z,13:45:00.000Z,17.057291309953847,,,,,,,,,,,,,,900000,,,,
13:45:00.000Z,14:00:00.000Z,17.05729135767902,,,,,,,,,7,,,,,900000,,,,
14:00:00.000Z,14:15:00.000Z,29.67657093401255,184.22356832027435,,,,,0.953259378671646,1.1042934656143188,0.8022252917289734,264,,,,3,526373,199768,,,
14:15:00.000Z,14:30:00.000Z,17.057290211534553,,,,,,,,,,,,,,,,,,
14:30:00.000Z,14:45:00.000Z,17.057290211534553,,,,,,,,,,,,,,,,,,
14:45:00.000Z,15:00:00.000Z,24.786922952754118,245.61747694015503,,,,,0.6585239654318105,1.6322871446609497,0.2590004801750183,393,,,,6,633286,122363,,,
15:00:00.000Z,15:15:00.000Z,24.84750274708098,171.4066185951233,,,,,0.693932211593704,1.3259334564208984,0.28762492537498474,291,,,,4,468417,123322,,,
15:15:00.000Z,15:30:00.000Z,33.072509353535665,309.18512331216135,,,,,0.7505842975246508,1.11630117893219,0.2873951494693756,570,,,,5,404363,253527,,,
15:30:00.000Z,15:45:00.000Z,39.58037559092552,112.72788704664904,,,,,0.41100476350972903,1.2347307205200195,0.03249874711036682,344,,,,3,543451,356549,,,
15:45:00.000Z,16:00:00.000Z,17.05729102019479,,,,,,,,,31,,,,,626560,,,,
16:00:00.000Z,16:15:00.000Z,17.05729103088379,,,,,,,,,2,,,,,900000,,,,
16:15:00.000Z,16:30:00.000Z,17.05729103088379,,,,,,,,,,,,,,900000,,,,
16:30:00.000Z,16:45:00.000Z,17.05729103088379,,,,,,,,,,,,,,900000,,,,
16:45:00.000Z,17:00:00.000Z,17.05729103088379,,,,,,,,,,,,,,900000,,,,
17:00:00.000Z,17:15:00.000Z,17.05729103088379,,,,,,,,,,,,,,900000,,,,
17:15:00.000Z,17:30:00.000Z,17.05729103088379,,,,,,,,,,,,,,900000,,,,
17:30:00.000Z,17:45:00.000Z,17.05729103088379,,,,,,,,,,,,,,900000,,,,
17:45:00.000Z,18:00:00.000Z,17.05729103088379,,,,,,,,,,,,,,900000,,,,
18:00:00.000Z,18:15:00.000Z,17.05729103088379,,,,,,,,,,,,,,900000,,,,
18:15:00.000Z,18:30:00.000Z,17.05729103088379,,,,,,,,,3,,,,,900000,,,,
18:30:00.000Z,18:45:00.000Z,17.05729103088379,,,,,,,,,,,,,,900000,,,,
18:45:00.000Z,19:00:00.000Z,17.05729103088379,,,,,,,,,,,,,,900000,,,,
19:00:00.000Z,19:15:00.000Z,17.05729103088379,,,,,,,,,,,,,,900000,,,,
19:15:00.000Z,19:30:00.000Z,17.05729103088379,,,,,,,,,,,,,,900000,,,,
19:30:00.000Z,19:45:00.000Z,17.05729103088379,,,,,,,,,,,,,,900000,,,,
19:45:00.000Z,20:00:00.000Z,17.05729103088379,,,,,,,,,,,,,,900000,,,,
20:00:00.000Z,20:15:00.000Z,17.05729103088379,,,,,,,,,,,,,,900000,,,,
20:15:00.000Z,20:30:00.000Z,17.05729103088379,,,,,,,,,,,,,,900000,,,,
20:30:00.000Z,20:45:00.000Z,17.05729103088379,,,,,,,,,,,,,,900000,,,,
20:45:00.000Z,21:00:00.000Z,17.057291071702863,,,,,,,,,4,,,,,900000,,,,
21:00:00.000Z,21:15:00.000Z,43.54244145702938,476.85338621563636,-33.863628,18.684206,-33.8624634,18.6858629,0.9200060085437092,1.4683138132095337,0.4815177917480469,728,,,,8,480730,419270,,,
21:15:00.000Z,21:30:00.000Z,21.831150893678565,75.4703457283286,-33.8635479,18.6842612,-33.8635165,18.6843282,0.36822415497024114,0.8355226516723633,0.2590004801750183,130,,,,2,681534,75572,,,
21:30:00.000Z,21:45:00.000Z,17.05729103088379,,,,,,,,,8,,,,,900000,,,,
21:45:00.000Z,22:00:00.000Z,17.05729103088379,,,,,,,,,2,,,,,900000,,,,
22:00:00.000Z,22:15:00.000Z,17.05729103088379,,,,,,,,,0,,,,,900000,,,,
22:15:00.000Z,22:30:00.000Z,17.05729103088379,,,,,,,,,0,,,,,900000,,,,
22:30:00.000Z,22:45:00.000Z,17.05729103088379,,,,,,,,,0,,,,,900000,,,,
22:45:00.000Z,23:00:00.000Z,17.05729103088379,,,,,,,,,0,,,,,900000,,,,
23:00:00.000Z,23:15:00.000Z,17.05729103088379,,,,,,,,,0,,,,,900000,,,,
23:15:00.000Z,23:30:00.000Z,17.057290578339895,,,,,,,,,0,,,,,480000,,,420000,
23:30:00.000Z,23:45:00.000Z,17.057291884171335,,,,,,,,,,,,,,,,,180000,720000
23:45:00.000Z,00:00:00.000Z,17.057291785218663,,,,,,,,,,,,,,,,480000,,420000
