Start time,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Move Minutes count,Inactive duration (ms),Walking duration (ms),Running duration (ms),Sleep duration (ms),Light sleeping duration (ms),Deep sleeping duration (ms),Awake mid-sleeping duration (ms)
00:00:00.000Z,00:15:00.000Z,16.73958365122477,0.6476323119777159,,,,,,,,,,,,,,,,240000,,660000,
00:15:00.000Z,00:30:00.000Z,16.73958396911621,0.6476323119777159,-33.8635568,18.6842759,-33.8635568,18.6842759,,,,,,,,,,,,900000,,,
00:30:00.000Z,00:45:00.000Z,16.73958396911621,0.6476323119777159,,,,,,,,,,,,,,,,900000,,,
00:45:00.000Z,01:00:00.000Z,16.73958396911621,0.6476323119777159,,,,,,,,,,,,,,,,900000,,,
01:00:00.000Z,01:15:00.000Z,16.73958396911621,0.6476323119777159,,,,,,,,,,,,,,,,900000,,,
01:15:00.000Z,01:30:00.000Z,16.739583696637833,0.6476323119777159,,,,,,,,,,,,,,,,900000,,,
01:30:00.000Z,01:45:00.000Z,16.739583764757427,0.6476323119777159,,,,,,,,,,,,,,,,780000,,120000,
01:45:00.000Z,02:00:00.000Z,16.739584185860373,0.6476323119777159,,,,,,,,,,,,,,,,,60000,840000,
02:00:00.000Z,02:15:00.000Z,16.739583882418543,0.6476323119777159,,,,,,,,,,,,,,,,,900000,,
02:15:00.000Z,02:30:00.000Z,16.739583882418543,0.6476323119777159,,,,,,,,,,,,,,,,,900000,,
02:30:00.000Z,02:45:00.000Z,16.739583893978235,0.6476323119777159,,,,,,,,,,,,,,,,120000,780000,,
02:45:00.000Z,03:00:00.000Z,16.73958396911621,0.6476323119777159,,,,,,,,,,,,,,,,900000,,,
03:00:00.000Z,03:15:00.000Z,16.73958396911621,0.6476323119777159,,,,,,,,,,,,,,,,900000,,,
03:15:00.000Z,03:30:00.000Z,16.73958396911621,0.6476323119777159,,,,,,,,,,,,,,,,900000,,,
03:30:00.000Z,03:45:00.000Z,16.73958396911621,0.6476323119777159,,,,,,,,,,,,,,,,900000,,,
03:45:00.000Z,04:00:00.000Z,16.73958396911621,0.6476323119777159,,,,,,,,,,,,,,,,900000,,,
