Start time,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Move Minutes count,Inactive duration (ms),Walking duration (ms),Light sleeping duration (ms),Deep sleeping duration (ms)
00:00:00.000Z,00:15:00.000Z,17.2031192779541,0.21052631578947367,,,,,,,,,,,,,,,900000,
00:15:00.000Z,00:30:00.000Z,17.2031192779541,0.21052631578947367,,,,,,,,,,,,,,,900000,
00:30:00.000Z,00:45:00.000Z,17.2031192779541,0.21052631578947367,,,,,,,,,,,,,,,900000,
00:45:00.000Z,01:00:00.000Z,17.2031192779541,0.21052631578947367,,,,,,,,,,,,,,,900000,
01:00:00.000Z,01:15:00.000Z,17.2031192779541,0.21052631578947367,,,,,,,,,,,,,,,900000,
01:15:00.000Z,01:30:00.000Z,17.2031192779541,0.21052631578947367,,,,,,,,,,,,,,,900000,
01:30:00.000Z,01:45:00.000Z,17.2031192779541,0.21052631578947367,,,,,,,,,,,,,,,900000,
01:45:00.000Z,02:00:00.000Z,17.2031192779541,0.21052631578947367,-33.863576,18.6843145,-33.863576,18.6843145,,,,,,,,,,,900000,
02:00:00.000Z,02:15:00.000Z,17.2031192779541,0.21052631578947367,,,,,,,,,,,,,,,900000,
02:15:00.000Z,02:30:00.000Z,17.2031192779541,0.21052631578947367,,,,,,,,,,,,,,,900000,
02:30:00.000Z,02:45:00.000Z,17.2031192779541,0.21052631578947367,,,,,,,,,,,,,,,900000,
02:45:00.000Z,03:00:00.000Z,17.2031192779541,0.21052631578947367,-33.8636235,18.6842587,-33.8636235,18.6842587,2.339181228308007E-4,2.339181228308007E-4,2.339181228308007E-4,,,,,,,,900000,
03:00:00.000Z,03:15:00.000Z,17.2031192779541,0.21052631578947367,-33.863602,18.6841898,-33.863602,18.6841898,,,,,,,,,,,900000,
03:15:00.000Z,03:30:00.000Z,17.2031192779541,0.21052631578947367,,,,,,,,,,,,,,,900000,
03:30:00.000Z,03:45:00.000Z,17.2031192779541,0.21052631578947367,,,,,,,,,,,,,,,900000,
03:45:00.000Z,04:00:00.000Z,17.2031192779541,0.21052631578947367,,,,,,,,,,,,,,,900000,
04:00:00.000Z,04:15:00.000Z,17.2031192779541,0.21052631578947367,,,,,,,,,,,,,,,900000,
04:15:00.000Z,04:30:00.000Z,17.2031192779541,0.21052631578947367,,,,,,,,,,,,,,,900000,
04:30:00.000Z,04:45:00.000Z,17.2031192779541,0.21052631578947367,,,,,,,,,,,,,,,900000,
04:45:00.000Z,05:00:00.000Z,17.2031189388699,0.21052631578947367,-33.8636099,18.684205,-33.8635205,18.6842945,,,,,,,,,,,900000,
05:00:00.000Z,05:15:00.000Z,17.203117995791967,0.21052631578947367,,,,,,,,,,,,,,,840000,60000
05:15:00.000Z,05:30:00.000Z,17.203117847442627,0.21052631578947367,,,,,,,,,,,,,,,360000,540000
05:30:00.000Z,05:45:00.000Z,17.20311829703195,0.21052631578947367,,,,,,,,,,,,,,,240000,660000
05:45:00.000Z,06:00:00.000Z,17.20311758858817,0.21052631578947367,,,,,,,,,,,,,,,720000,180000
06:00:00.000Z,06:15:00.000Z,17.20311737060547,0.21052631578947367,,,,,,,,,,,,,,,900000,
06:15:00.000Z,06:30:00.000Z,17.20311737060547,0.21052631578947367,,,,,,,,,,,,,,,900000,
06:30:00.000Z,06:45:00.000Z,17.20311737060547,0.21052631578947367,-33.8636298,18.6842654,-33.8636298,18.6842654,,,,,,,,,,,900000,
06:45:00.000Z,07:00:00.000Z,17.203117280847888,0.21052631578947367,-33.863614,18.6842372,-33.8635422,18.6842572,,,,,,,,,,,900000,
07:00:00.000Z,07:15:00.000Z,17.20311725840849,0.21052631578947367,-33.8636035,18.6841812,-33.8636035,18.6841812,,,,,,,,,,,900000,
07:15:00.000Z,07:30:00.000Z,17.203117404757677,0.21052631578947367,-33.8636262,18.6842255,-33.8635391,18.6843278,,,,0,,,,,480000,,420000,
07:30:00.000Z,07:45:00.000Z,46.96788222834518,83.3217273954116,-33.8636765,18.6841739,-33.8636073,18.6842318,0.21666666865348816,0.21666666865348816,0.21666666865348816,127,,,,,438426,461574,,
07:45:00.000Z,08:00:00.000Z,27.07556710794642,13.269230769230768,,,,,,,,20,,,,,746904,153096,,
08:00:00.000Z,08:15:00.000Z,17.20311737060547,13.269230769230768,,,,,0.014743590727448463,0.014743590727448463,0.014743590727448463,20,,,,,900000,,,
08:15:00.000Z,08:30:00.000Z,17.20311737060547,13.269230769230768,,,,,,,,20,,,,,900000,,,
08:30:00.000Z,08:45:00.000Z,17.20311737060547,0.8846153846153847,,,,,,,,1,,,,,900000,,,
08:45:00.000Z,09:00:00.000Z,17.203117899664694,,,,,,,,,11,,,,,900000,,,
09:00:00.000Z,09:15:00.000Z,17.20311811684772,,,,,,,,,,,,,,900000,,,
09:15:00.000Z,09:30:00.000Z,29.017415588466825,181.9994134902954,,,,,1.210661069706553,1.5796761512756348,0.4449339509010315,263,,,,3,107690,183209,,
09:30:00.000Z,09:45:00.000Z,17.20311727541111,,,,,,,,,,,,,,,,,
09:45:00.000Z,10:00:00.000Z,22.220208502356797,20.72003936767578,,,,,0.6355282664299011,0.6355282664299011,0.6355282664299011,50,,,,1,562489,77802,,
10:00:00.000Z,10:15:00.000Z,17.203119560769963,,,,,,,,,28,,,,,900000,,,
10:15:00.000Z,10:30:00.000Z,19.211192481255097,2.5900049209594727,,,,,,,,88,,,,1,275576,31140,,
10:30:00.000Z,10:45:00.000Z,54.72585746886795,306.1480044353619,,,,,0.5556121033474303,1.3902572393417358,0.24436312913894653,479,,,,7,,581880,,
