Start time,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Move Minutes count,Inactive duration (ms),Walking duration (ms),Light sleeping duration (ms),Deep sleeping duration (ms),Awake mid-sleeping duration (ms)
00:00:00.000Z,00:15:00.000Z,17.05729084923154,1.2857142857142856,,,,,,,,,,,,,,,660000,240000,
00:15:00.000Z,00:30:00.000Z,17.057290758405415,1.2857142857142856,,,,,,,,,,,,,,,900000,,
00:30:00.000Z,00:45:00.000Z,17.057290758405415,1.2857142857142856,,,,,,,,,,,,,,,900000,,
00:45:00.000Z,01:00:00.000Z,17.057291012718565,1.2857142857142856,,,,,,,,,,,,,,,60000,840000,
01:00:00.000Z,01:15:00.000Z,17.05729014078776,1.2857142857142856,,,,,,,,,,,,,,,720000,180000,
01:15:00.000Z,01:30:00.000Z,17.05729055404663,1.2857142857142856,,,,,,,,,,,,,,,420000,480000,
01:30:00.000Z,01:45:00.000Z,17.057290859222412,1.2857142857142856,,,,,,,,,,,,,,,420000,480000,
01:45:00.000Z,02:00:00.000Z,17.05729064941406,1.2857142857142856,,,,,,,,,,,,,,,,900000,
02:00:00.000Z,02:15:00.000Z,17.057290153503416,1.2857142857142856,,,,,,,,,,,,,,,600000,300000,
02:15:00.000Z,02:30:00.000Z,17.057290585835773,1.2857142857142856,,,,,,,,,,,,,,,480000,420000,
02:30:00.000Z,02:45:00.000Z,17.05729103088379,1.2857142857142856,,,,,,,,,,,,,,,900000,,
02:45:00.000Z,03:00:00.000Z,17.05729103088379,1.2857142857142856,,,,,,,,,,,,,,,900000,,
03:00:00.000Z,03:15:00.000Z,17.05729103088379,1.2857142857142856,,,,,,,,,,,,,,,900000,,
03:15:00.000Z,03:30:00.000Z,17.05729103088379,1.2857142857142856,,,,,,,,,,,,,,,900000,,
03:30:00.000Z,03:45:00.000Z,17.05729103088379,1.2857142857142856,,,,,0.0014285714132711291,0.0014285714132711291,0.0014285714132711291,,,,,,,,900000,,
03:45:00.000Z,04:00:00.000Z,17.05729103088379,1.2857142857142856,,,,,,,,,,,,,,,900000,,
04:00:00.000Z,04:15:00.000Z,17.05729103088379,1.2857142857142856,,,,,,,,,,,,,,,900000,,
04:15:00.000Z,04:30:00.000Z,17.057291475931805,1.2857142857142856,,,,,,,,,,,,,,,900000,,
04:30:00.000Z,04:45:00.000Z,17.057291865348816,1.2857142857142856,,,,,,,,,,,,,,,,900000,
04:45:00.000Z,05:00:00.000Z,17.05729108651479,1.2857142857142856,,,,,,,,,,,,,,,840000,60000,
05:00:00.000Z,05:15:00.000Z,17.05729103088379,1.2857142857142856,,,,,,,,,,,,,,,900000,,
05:15:00.000Z,05:30:00.000Z,17.05729103088379,1.2857142857142856,,,,,,,,,,,,,,,900000,,
05:30:00.000Z,05:45:00.000Z,17.05729103088379,1.2857142857142856,,,,,,,,,,,,,,,900000,,
05:45:00.000Z,06:00:00.000Z,17.05729103088379,1.2857142857142856,,,,,,,,,,,,,,,900000,,
06:00:00.000Z,06:15:00.000Z,17.05729103088379,1.2857142857142856,,,,,,,,,,,,,,,900000,,
06:15:00.000Z,06:30:00.000Z,17.05729103088379,1.2857142857142856,,,,,,,,,,,,,,,900000,,
06:30:00.000Z,06:45:00.000Z,17.05729103088379,1.2857142857142856,,,,,,,,,,,,,,,900000,,
06:45:00.000Z,07:00:00.000Z,17.05729116782164,1.2857142857142856,,,,,,,,,,,,,,,900000,,
07:00:00.000Z,07:15:00.000Z,17.057291177602913,1.2857142857142856,,,,,,,,,,,,,,,900000,,
07:15:00.000Z,07:30:00.000Z,17.057291177602913,1.2857142857142856,,,,,,,,,,,,,,,900000,,
07:30:00.000Z,07:45:00.000Z,17.057291109133992,1.2857142857142856,,,,,,,,1,,,,,420000,,480000,,
07:45:00.000Z,08:00:00.000Z,17.05729103088379,1.2857142857142856,,,,,,,,2,,,,,900000,,,,
08:00:00.000Z,08:15:00.000Z,17.05729103088379,1.2857142857142856,,,,,,,,2,,,,,900000,,,,
08:15:00.000Z,08:30:00.000Z,17.05729103088379,1.2857142857142856,,,,,,,,2,,,,,900000,,,,
08:30:00.000Z,08:45:00.000Z,17.057291265600977,1.2857142857142856,,,,,,,,2,,,,,900000,,,,
08:45:00.000Z,09:00:00.000Z,17.057291533849195,1.2857142857142856,,,,,0.5305806398391724,0.5305806398391724,0.5305806398391724,2,,,,,900000,,,,
09:00:00.000Z,09:15:00.000Z,47.37873391849239,263.3093025490376,-33.8629331,18.6856686,-33.8629331,18.6856686,0.8459279537200928,1.4018559455871582,0.28999996185302734,201,,,,,380304,480000,,,
09:15:00.000Z,09:30:00.000Z,31.25265418995374,68.57582905033954,-33.84849,18.6942443,-33.8483937,18.6946229,0.4365185797214508,0.5830371379852295,0.2900000214576721,73,,,,,549563,224718,,,
09:30:00.000Z,09:45:00.000Z,17.057291087653592,19.253730886942904,,,,,0.021393034607172012,0.021393034607172012,0.021393034607172012,29,,,,,718240,,,,
09:45:00.000Z,10:00:00.000Z,22.656019548349576,54.69734802831053,,,,,0.22236333878165135,0.42524635791778564,0.02139303646981716,30,,,,,690231,88630,,,
10:00:00.000Z,10:15:00.000Z,23.66837651899816,100.18270746811837,,,,,0.4245839539156599,0.8511727452278137,0.02139303646981716,30,,,,,540179,104656,,,
10:15:00.000Z,10:30:00.000Z,41.73945268367355,105.40872042217387,-33.8478343,18.6938981,-33.8477562,18.6941896,0.154432072164082,0.41823455691337585,0.02139303646981716,82,,,,,211943,390728,,,
10:30:00.000Z,10:45:00.000Z,41.81683619507552,89.77967312295668,,,,,0.16459226810384084,0.4391331970691681,0.014141413383185863,18,,,,,244953,391953,,,
10:45:00.000Z,11:00:00.000Z,17.057291477618094,12.7272731115988,,,,,0.014141414314508438,0.014141414314508438,0.014141414314508438,20,,,,,622092,,,,
11:00:00.000Z,11:15:00.000Z,22.567140994446962,82.45618138592684,,,,,0.9232224822044374,1.1315512657165527,0.7148936986923218,145,,,,2,812777,87223,,,
11:15:00.000Z,11:30:00.000Z,30.985131816365364,118.8562992290021,,,,,0.9756269752979279,1.3858040571212769,0.5654498934745789,187,,,,3,59919,220483,,,
11:30:00.000Z,11:45:00.000Z,17.057290667988816,,,,,,,,,107,,,,1,900000,,,,
11:45:00.000Z,12:00:00.000Z,17.057290667988816,,,,,,,,,134,,,,1,900000,,,,
12:00:00.000Z,12:15:00.000Z,22.031334821554694,72.0086898803711,,,,,1.3463332653045654,1.3463332653045654,1.3463332653045654,120,,,,1,312194,78741,,,
12:15:00.000Z,12:30:00.000Z,17.05729103088379,,,,,,,,,,,,,,900000,,,,
12:30:00.000Z,12:45:00.000Z,17.05729103088379,,,,,,,,,9,,,,,900000,,,,
12:45:00.000Z,13:00:00.000Z,17.05729103088379,,,,,,,,,47,,,,,900000,,,,
13:00:00.000Z,13:15:00.000Z,17.05729103088379,,,,,,,,,31,,,,,900000,,,,
13:15:00.000Z,13:30:00.000Z,17.05729103088379,,,,,,,,,1,,,,,900000,,,,
13:30:00.000Z,13:45:00.000Z,17.05729103088379,,,,,,,,,,,,,,900000,,,,
13:45:00.000Z,14:00:00.000Z,17.05729103088379,,,,,,,,,,,,,,900000,,,,
14:00:00.000Z,14:15:00.000Z,17.05729103088379,,,,,,,,,,,,,,900000,,,,
14:15:00.000Z,14:30:00.000Z,17.05729103088379,,,,,,,,,,,,,,900000,,,,
14:30:00.000Z,14:45:00.000Z,17.05729103088379,,,,,,,,,,,,,,900000,,,,
14:45:00.000Z,15:00:00.000Z,17.05729103088379,,,,,,,,,,,,,,900000,,,,
15:00:00.000Z,15:15:00.000Z,17.05729103088379,,,,,,,,,,,,,,900000,,,,
15:15:00.000Z,15:30:00.000Z,17.05729103088379,,,,,,,,,,,,,,900000,,,,
15:30:00.000Z,15:45:00.000Z,17.05729103088379,,,,,,,,,,,,,,900000,,,,
15:45:00.000Z,16:00:00.000Z,17.05729103088379,,,,,,,,,3,,,,,900000,,,,
16:00:00.000Z,16:15:00.000Z,17.05729056999682,,,,,,,,,2,,,,,900000,,,,
16:15:00.000Z,16:30:00.000Z,17.057289675506624,,,,,,,,,,,,,,900000,,,,
16:30:00.000Z,16:45:00.000Z,17.057289675506624,,,,,,,,,,,,,,900000,,,,
16:45:00.000Z,17:00:00.000Z,17.057290488732924,,,,,,,,,,,,,,360000,,540000,,
17:00:00.000Z,17:15:00.000Z,17.05729103088379,,,,,,,,,,,,,,,,900000,,
17:15:00.000Z,17:30:00.000Z,17.05729103088379,,,,,,,,,,,,,,,,900000,,
17:30:00.000Z,17:45:00.000Z,17.05729103088379,,,,,,,,,,,,,,,,900000,,
17:45:00.000Z,18:00:00.000Z,17.05729103088379,,,,,,,,,,,,,,,,900000,,
18:00:00.000Z,18:15:00.000Z,17.05729103088379,,,,,,,,,,,,,,,,900000,,
18:15:00.000Z,18:30:00.000Z,17.05729103088379,,-33.8636121,18.6842738,-33.8636121,18.6842738,,,,,,,,,,,900000,,
18:30:00.000Z,18:45:00.000Z,17.05729103088379,,,,,,,,,,,,,,,,900000,,
18:45:00.000Z,19:00:00.000Z,17.057291412353514,,-33.8635596,18.6842693,-33.8635596,18.6842693,,,,,,,,,,,900000,,
19:00:00.000Z,19:15:00.000Z,17.057291666666668,,-33.8635688,18.684252,-33.8635141,18.6842621,,,,,,,,,,,900000,,
19:15:00.000Z,19:30:00.000Z,17.057291608868223,,,,,,,,,,,,,,,,720000,,180000
19:30:00.000Z,19:45:00.000Z,17.05729137767445,,,,,,,,,,,,,,,,,,900000
19:45:00.000Z,20:00:00.000Z,17.057289724638967,,,,,,,,,,,,,,,,660000,,240000
20:00:00.000Z,20:15:00.000Z,17.057289123535156,,,,,,,,,,,,,,,,900000,,
20:15:00.000Z,20:30:00.000Z,17.057289123535156,,,,,,,,,,,,,,,,900000,,
20:30:00.000Z,20:45:00.000Z,17.057289123535156,,,,,,,,,,,,,,,,900000,,
20:45:00.000Z,21:00:00.000Z,17.057289822896323,,,,,,,,,,,,,,,,900000,,
21:00:00.000Z,21:15:00.000Z,17.0572902891371,,,,,,,,,,,,,,,,540000,360000,
21:15:00.000Z,21:30:00.000Z,17.057290607028538,,-33.8635683,18.6842294,-33.8634851,18.6842688,,,,,,,,,,,,900000,
21:30:00.000Z,21:45:00.000Z,17.0572902891371,,,,,,,,,,,,,,,,540000,360000,
