Start time,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Move Minutes count,Inactive duration (ms),Walking duration (ms),Sleep duration (ms),Light sleeping duration (ms),Deep sleeping duration (ms)
00:00:00.000Z,00:15:00.000Z,17.05729112869654,0.29207232267037553,,,,,,,,,,,,,,,300000,,600000
00:15:00.000Z,00:30:00.000Z,17.057291177602913,0.29207232267037553,,,,,,,,,,,,,,,,,900000
00:30:00.000Z,00:45:00.000Z,17.057291040665064,0.29207232267037553,,,,,,,,,,,,,,,,840000,60000
00:45:00.000Z,01:00:00.000Z,17.05729103088379,0.29207232267037553,,,,,,,,,,,,,,,,900000,
01:00:00.000Z,01:15:00.000Z,17.05729103088379,0.29207232267037553,,,,,,,,,,,,,,,,900000,
01:15:00.000Z,01:30:00.000Z,17.05729103088379,0.29207232267037553,,,,,,,,,,,,,,,,900000,
01:30:00.000Z,01:45:00.000Z,17.05729103088379,0.29207232267037553,,,,,,,,,,,,,,,,900000,
01:45:00.000Z,02:00:00.000Z,17.05729103088379,0.29207232267037553,,,,,,,,,,,,,,,,900000,
02:00:00.000Z,02:15:00.000Z,17.05729103088379,0.29207232267037553,,,,,,,,,,,,,,,,900000,
02:15:00.000Z,02:30:00.000Z,17.05729103088379,0.29207232267037553,,,,,,,,,,,,,,,,900000,
02:30:00.000Z,02:45:00.000Z,17.05729014078776,0.29207232267037553,,,,,,,,,,,,,,,540000,360000,
02:45:00.000Z,03:00:00.000Z,17.057290250604805,0.29207232267037553,-33.8636257,18.6842109,-33.8635995,18.684269,,,,,,,,,,,180000,600000,120000
03:00:00.000Z,03:15:00.000Z,17.057291238958186,0.29207232267037553,-33.8636257,18.6842109,-33.8635717,18.6842231,,,,,,,,,,,,360000,540000
03:15:00.000Z,03:30:00.000Z,17.05729103088379,0.29207232267037553,-33.863613,18.6841985,-33.8636098,18.6842727,,,,,,,,,,,,900000,
03:30:00.000Z,03:45:00.000Z,17.05729103088379,0.29207232267037553,-33.8635805,18.6842433,-33.8635805,18.6842433,,,,,,,,,,,,900000,
03:45:00.000Z,04:00:00.000Z,17.05729103088379,0.29207232267037553,,,,,,,,,,,,,,,,900000,
04:00:00.000Z,04:15:00.000Z,17.05729128519694,0.29207232267037553,-33.8636257,18.6842109,-33.8636049,18.6842651,,,,,,,,,,,,900000,
04:15:00.000Z,04:30:00.000Z,17.057291666666664,0.29207232267037553,-33.8635516,18.6842317,-33.8635516,18.6842317,,,,,,,,,,,,900000,
04:30:00.000Z,04:45:00.000Z,17.057291666666664,0.29207232267037553,-33.8636094,18.6842158,-33.8636016,18.6842823,,,,,,,,,,,,900000,
04:45:00.000Z,05:00:00.000Z,17.05729103088379,0.29207232267037553,-33.8636012,18.6841924,-33.8636012,18.6841924,,,,,,,,,,,,540000,360000
05:00:00.000Z,05:15:00.000Z,17.05729085748846,0.29207232267037553,-33.8635901,18.684263,-33.8635901,18.684263,,,,,,,,,,,,540000,360000
05:15:00.000Z,05:30:00.000Z,17.05729120427912,0.29207232267037553,-33.8636082,18.6842056,-33.8635702,18.6842643,,,,,,,,,,,,120000,780000
05:30:00.000Z,05:45:00.000Z,17.05729042611471,0.29207232267037553,,,,,,,,,,,,,,,,900000,
05:45:00.000Z,06:00:00.000Z,17.05729042611471,0.29207232267037553,-33.8635757,18.6842166,-33.8635258,18.6842781,,,,,,,,,,,,900000,
06:00:00.000Z,06:15:00.000Z,17.057290821989877,0.29207232267037553,,,,,,,,0,,,,,240000,,,660000,
06:15:00.000Z,06:30:00.000Z,17.057291787978965,0.29207232267037553,,,,,,,,1,,,,,794014,,,,
06:30:00.000Z,06:45:00.000Z,17.057290640080495,0.29207232267037553,,,,,,,,2,,,,,703270,,,,
06:45:00.000Z,07:00:00.000Z,17.057291160784736,0.29207232267037553,,,,,,,,0,,,,,,,,,
07:00:00.000Z,07:15:00.000Z,17.057291160784736,0.29207232267037553,,,,,,,,,,,,,,,,,
07:15:00.000Z,07:30:00.000Z,33.198976610062005,0.29207232267037553,,,,,,,,461,,,,7,432831,255529,,,
07:30:00.000Z,07:45:00.000Z,18.12328041985554,0.29207232267037553,,,,,,,,23,,,,,883125,16875,,,
07:45:00.000Z,08:00:00.000Z,19.975162569254923,0.29207232267037553,,,,,,,,95,,,,1,853809,46191,,,
08:00:00.000Z,08:15:00.000Z,27.09318372549751,0.29207232267037553,,,,,,,,164,,,,2,741128,158872,,,
08:15:00.000Z,08:30:00.000Z,17.05729103088379,0.29207232267037553,,,,,,,,1,,,,,900000,,,,
08:30:00.000Z,08:45:00.000Z,17.05729103088379,0.29207232267037553,,,,,,,,,,,,,900000,,,,
